Name,CAS,Conc,Effecti,AC10µM,pi,Endpoint(s)
"7-oxabicyclo[2.2.1]hepta-2,5-diene",6569-83-1,8.96553279501243e-06,2.72362687921098e-09,32917.6248899765,7.74836301482491e-06,Baseline
Dimethyl(2-phenoxyethyl)-2-thenylammonium iodide,109732-56-1,8.68881881985772e-05,5.02701275761912e-11,17284258.5423891,7.50921600819452e-05,Baseline
Stilonium iodide,77257-42-2,6.64113540371291e-07,1.9453214894437e-06,3.41390121877081,5.73952815912957e-07,TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability
1-Ethyl-1-methylpyrrolidinium iodide,4186-68-9,8.85484720495055e-07,3.40633275690179e-17,259952501322.989,7.65270421217276e-07,Baseline
1-Ethylpyridinium iodide,872-90-2,1.10685590061882e-06,1.00505192015499e-18,11012922600537.1,9.56588026521594e-07,Baseline
1-Methyl-1-propylpyrrolidinium iodide,56511-19-4,4.64879478259904e-06,2.96367191760811e-16,156859291846.007,4.0176697113907e-06,Baseline
1-Methyl-1-propylpiperidinium iodide,17874-63-4,1.88165503105199e-06,6.41535700180418e-15,2933048044.75077,1.62619964508671e-06,Baseline
1-Butyl-1-methylpyrrolidinium iodide,56511-17-2,7.96936248445549e-06,2.93097986242351e-15,27190096345.0017,6.88743379095548e-06,Baseline
1-Butyl-4-methylpyridinium iodide,32353-64-3,0.000174329804347464,1.51658580780405e-14,114948856471.158,0.000150662614177151,Baseline
1-Butyl-3-methylpyridinium iodide,258273-67-5,0.000356296914409198,3.09961251766429e-14,114948856471.158,0.000307925685737301,Baseline
1-Butylpyridinium iodide,874-81-7,0.000188497559875385,4.06024786535577e-15,464251361311.579,0.000162906940916628,Baseline
1-Butyl-2-methylpyridinium iodide,13311-31-4,5.53427950309409e-06,4.81455812001287e-16,114948856471.158,4.78294013260797e-06,Baseline
1-Hexylpyridinium iodide,7324-00-7,2.21371180123764e-07,7.95824828642079e-16,2781657120.46822,1.91317605304319e-07,Baseline
1-Hexyl-3-methylimidazolium iodide,178631-05-5,0,0,2029346659.3796,0,Baseline
1-Butyl-3-methylimidazolium iodide,65039-05-6,0.000142009612049394,1.69139100166733e-15,839602504148.392,0.000122730243802721,Baseline
"1-Butyl-2,3-dimethylimidazolium iodide",108203-70-9,3.47552752794309e-05,0.000100407984183006,3.46140554082681,3.00368640327781e-05,TOX21_RT_HEPG2_GLO_40hr_viability
1-Methyl-3-propylimidazolium iodide,119171-18-5,5.53427950309409e-07,1.46637680074716e-18,3774118289565.29,4.78294013260797e-07,Baseline
1-Ethyl-3-methylimidazolium iodide,35935-34-3,5.53427950309409e-07,7.21171890148251e-19,7674008899537.68,4.78294013260797e-07,Baseline
Potassium benzoate,582-25-2,6.64113540371291e-05,1.27374754119936e-07,5213.85532761037,5.73952815912957e-05,Baseline
Potassium anilinoacetate,19525-59-8,1.99234062111387e-06,1.13896458046554e-10,174925.599556355,1.72185844773887e-06,Baseline
"Formic acid, potassium salt",590-29-4,1.43891267080446e-06,2.51522014683808e-12,5720821.98297173,1.24356443447807e-06,Baseline
"Potassium (E,E)-hexa-2,4-dienoate",24634-61-5,0.000138578358757476,8.69435423512022e-08,15938.8903430802,0.000119764820920504,Baseline
Potassium acetate,127-08-2,1.52746114285397e-05,1.45839793537262e-10,1047355.5302063,1.3200914765998e-05,Baseline
Proxan-potassium,140-92-1,3.98468124222775e-06,1.63646086309956e-08,2434.93830624247,3.44371689547774e-06,Baseline
"Potassium 2,4-hexadienoate",590-00-1,2.37974018633046e-05,1.49304006433774e-08,15938.8903430802,2.05666425702143e-05,Baseline
Potassium pentanoate,19455-21-1,9.96170310556936e-07,3.80994339097297e-10,26146.5908631923,8.60929223869435e-07,Baseline
Potassium 2-ethylhexanoate,3164-85-0,5.53427950309409e-07,4.90331540550702e-09,1128.68111581776,4.78294013260797e-07,Baseline
Potassium ethyl xanthate,140-89-6,5.53427950309409e-07,9.94926281605481e-10,5562.50207217725,4.78294013260797e-07,Baseline
"Potassium 1,3-dioxo-1,3-dihydroisoindol-2-ide",1074-82-4,7.08387776396044e-06,1.73831734232023e-08,4075.13495464825,6.1221633697382e-06,Baseline
Benzoyl azide,582-61-6,1.77096944099011e-06,2.18719526775637e-09,8096.9882620804,1.53054084243455e-06,Baseline
Anilino radical,2348-49-4,0.000107143651179902,2.33626197770934e-07,4586.11457970796,9.25977209672903e-05,Baseline
Ammonium thioglycolate,5421-46-5,5.53427950309409e-07,9.03066830673126e-12,612831.66595422,4.78294013260797e-07,Baseline
Ammonium nonanoate,63718-65-0,2.54576857142328e-06,8.03675998834534e-08,316.765534259462,2.20015246099967e-06,Baseline
"Ammonium O,O-diethyl dithiophosphate",1068-22-0,0,0,7240.13949621895,0,Baseline
Anilinium nitrate,542-15-4,9.96170310556936e-07,2.17214440076282e-09,4586.11457970796,8.60929223869435e-07,Baseline
1-Ethyl-3-methylimidazolium nitrate,143314-14-1,0.00106169617987357,1.38349615406041e-15,7674008899537.68,0.000917559235039513,Baseline
Imidacloprid,138261-41-3,1.10685590061882e-07,2.297281204272e-06,0.48181123780603,9.56588026521595e-08,NVS_LGIC_hNNR_NBungSens|#SiNS|SH-S5Y5 neurite outgrowth
"1,1-Dinitroethene",34238-14-7,0.00115223699254419,2.91569277373833e-07,39518.4637737693,0.00099580813560898,Baseline
Dibromonitromethane,598-91-4,2.21371180123764e-07,7.75509057168032e-10,2854.52733372524,1.91317605304319e-07,Baseline
(Dinitromethyl)benzene,611-38-1,0.000405773373166859,1.09069362519392e-06,3720.32405612267,0.000350685170522817,Baseline
"Methane, dichloronitro-",7119-89-3,5.47893670806315e-05,6.46611457251837e-08,8473.30594998916,4.73511073128189e-05,Baseline
3-Bromo-4-nitropyridine N-oxide,1678-49-5,3.16560787576982e-05,7.80206877059132e-09,40573.9550476931,2.73584175585176e-05,Baseline
3-Bromo-4-nitropyridine,89364-04-5,0,0,2971.08988695702,0,Baseline
"1,2-Difluoro-3,4-dinitrobenzene",37583-41-8,2.66752272049135e-05,8.79887467187341e-08,3031.66350240036,2.30537714391704e-05,Baseline
"1-Fluoro-2,3-dinitrobenzene",25376-51-6,6.14305024843444e-05,4.88696778601487e-07,1257.02695770046,5.30906354719485e-05,Baseline
"6,7-dinitroquinoxaline",68836-13-5,2.82248254657799e-05,6.69619309818542e-08,4215.0554877858,2.43929946763007e-05,Baseline
Dinitropyrene,78432-19-6,2.41294586334902e-05,1.09678932658537e-05,22.0000852019706,2.08536189781708e-05,Baseline
"1,3-difluoro-2,4-dinitrobenzene",2106-41-4,3.74117294409161e-05,4.12504169376296e-08,9069.41849763176,3.23326752964299e-05,Baseline
"Benzene, 1-fluoro-2-nitro-",1493-27-2,0,0,1069.84169574189,0,Baseline
5-Nitroquinoline,607-34-1,0,0,796.304897165657,0,Baseline
4-hydroxy-7-nitrobenzofurazan,22250-54-0,6.64113540371291e-07,1.81585254414976e-11,365730.985432107,5.73952815912957e-07,Baseline
"3-(2,4-Dinitrophenyl)prop-2-enal",183018-46-4,0.000148982804223293,8.02486405921671e-07,1856.51499045873,0.000128756748369807,Baseline
"Benzene, 1,5-difluoro-2,4-dinitro-",327-92-4,3.13240219875126e-05,4.42477769491191e-08,7079.23067491782,2.70714411505611e-05,Baseline
"1,3,5-Trinitrobenzene",99-35-4,5.15794849688369e-05,1.99680710872324e-07,2583.09802401579,4.45770020359063e-05,Baseline
"alpha,alpha,alpha-Trifluoro-3,5-dinitrotoluene",401-99-0,5.40145679501983e-05,1.58291473537464e-06,341.23485455718,4.66814956942538e-05,Baseline
"3,5-Dinitrophenyl isocyanate",59776-60-2,0.000166139070682885,4.51492966229031e-06,367.977096233669,0.000143583862780891,Baseline
"1,3-Dinitrobenzene",99-65-0,1.32822708074258e-05,0.000622037127655683,0.213528585624522,1.14790563182591e-05,NVS_ENZ_rMAOAC|NVS_ENZ_rMAOAP|NVS_ENZ_rMAOBC|NVS_ENZ_rMAOBP
4-Nitropyridine-1-oxide,1124-33-0,2.60111136645422e-05,2.64287297327599e-05,9.84198405582089,2.24798186232575e-05,TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Agonist_viability
4-Nitroquinoline-1-oxide,56-57-5,9.38613803724758e-05,1.96150675460249e-07,4785.16732875066,8.11186646490312e-05,Baseline
"1,4-Dinitrobenzene",100-25-4,0.000189050987825694,0.000212542094131306,8.89475511184627,0.000163385234929888,BSK_3C_Proliferation_down|BSK_SAg_Proliferation_down|BSK_hDFCGF_Proliferation_down|TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_PXR_viability
4-Nitrobenzaldehyde,555-16-8,0,0,1351.92407935883,0,Baseline
"1-Fluoro-2,4-dinitrobenzene",70-34-8,2.49042577639234e-05,0.000720465662195984,0.345668906523804,2.15232305967359e-05,TOX21_MMP_ratio_down
1-Fluoro-4-nitrobenzene,350-46-9,0,0,838.173758015136,0,Baseline
4-Nitroformanilide,16135-31-2,0,0,1721.01106455752,0,Baseline
5-Nitro-2-furaldehyde,698-63-5,1.88165503105199e-06,1.57153264793583e-09,11973.3753767286,1.62619964508671e-06,Baseline
PUBCHEM_68222265,53204-64-1,1.10685590061882e-07,7.28909912932113e-11,15185.085028771,9.56588026521595e-08,Baseline
4-Nitrothiophenol,1849-36-1,0,0,1212.63718724569,0,Baseline
4-Nitrophthalimide,89-40-7,1.10685590061882e-06,2.10568424370168e-09,5256.5141422772,9.56588026521594e-07,Baseline
4-Nitrophthalic anhydride,5466-84-2,0,0,2082.87319897054,0,Baseline
"1,8-Dinitropyrene",42397-65-9,1.63814673291585e-05,6.48586592988452e-06,25.2571784650661,1.41575027925196e-05,Baseline
5-Nitro-2-mercaptobenzimidazole,6325-91-3,1.10685590061882e-07,2.46164086861787e-09,449.641503246688,9.56588026521595e-08,Baseline
"Benzene, 1,2,3-trinitro-",603-13-4,7.07280920495425e-05,6.26754475328481e-07,1128.48164366874,6.11259748947299e-05,Baseline
"1,2-Dinitro-3-(trifluoromethyl)benzene",38886-23-6,2.999579490677e-05,1.14495432251569e-06,261.982459185475,2.59235355187352e-05,Baseline
3-Nitrostyrene,586-39-0,0,0,250.966789818086,0,Baseline
2-Nitro-1-oxo-1lambda~5~-pyridine,2/3/2403,0.000203882856893986,4.47588358284638e-10,4555142.08804174,0.000176203514485278,Baseline
Nitrobenzene,98-95-3,1.9702035031015e-05,2.27118191849281e-07,867.479389061426,1.70272668720844e-05,Baseline
"Benzonitrile, o-nitro-",612-24-8,0,0,2082.87319897054,0,Baseline
"2,2'-Dinitrobiphenyl",2436-96-6,3.12133363974507e-05,2.34550343227742e-06,133.077342663035,2.6975782347909e-05,Baseline
"1,5-Dinitronaphthalene",605-71-0,2.058751975151e-05,7.9719633972825e-07,258.249050146517,1.77925372933017e-05,Baseline
7-Nitroindazole,2942-42-9,2.21371180123764e-07,1.33560337098295e-09,1657.46197511349,1.91317605304319e-07,Baseline
7-nitrobenzofuran,18761-32-5,0,0,336.16046548178,0,Baseline
"1,8-Dinitronaphthalene",602-38-0,2.76713975154705e-05,0.000133595777023929,2.07127786011634,2.39147006630399e-05,TOX21_MMP_rhodamine
4-Nitrobenzofurazan,16322-19-3,1.10685590061882e-07,6.31114444589754e-10,1753.81170579658,9.56588026521595e-08,Baseline
"Pyridine, 4-nitro-",1122-61-8,2.21371180123764e-07,1.76384604943842e-10,12550.4819535835,1.91317605304319e-07,Baseline
"Quinoline, 4-nitro-",3741-15-9,0,0,782.882267402622,0,Baseline
3-Nitropyrazole,26621-44-3,4.8701659627228e-06,2.00972818145533e-09,24232.9585048467,4.20898731669501e-06,Baseline
"6-Nitro-1-benzothiophene 1,1-dioxide",19983-44-9,6.64113540371291e-07,3.06736379547192e-09,2165.09545216536,5.73952815912957e-07,Baseline
5-Nitroisatin,611-09-6,3.32056770185646e-07,2.47720494539945e-10,13404.4932698171,2.86976407956478e-07,Baseline
6-Nitrobenzimidazole,94-52-0,0,0,1169.59851459151,0,Baseline
"1,3-Dinitronaphthalene",606-37-1,2.04768341614481e-05,1.15353942987466e-06,177.513083914895,1.76968784906495e-05,Baseline
2-Nitrobenzofuran,33094-66-5,0,0,281.61998541577,0,Baseline
"3-Imidazolin-2-one, 1-(5-nitro-2-thiazolyl)-",101692-33-5,1.10685590061882e-07,5.28405354269491e-12,209470.985044999,9.56588026521595e-08,Baseline
5-nitropyrimidine,14080-32-1,1.43891267080446e-06,2.24362248662086e-10,64133.4573612527,1.24356443447807e-06,Baseline
5-nitrothiazole,14527-46-9,8.85484720495055e-07,3.21966582721825e-10,27502.3796882704,7.65270421217276e-07,Baseline
4-Nitroimidazole,3034-38-6,3.09919652173269e-06,5.72584551857485e-10,54126.4431895479,2.67844647426046e-06,Baseline
"Pyrazole, 4-nitro-",2075-46-9,3.87399565216586e-06,3.47077196799791e-09,11161.769450387,3.34805809282558e-06,Baseline
2-Nitropyrimidine,55133-62-5,9.96170310556936e-07,1.64082365889238e-10,60711.600857181,8.60929223869435e-07,Baseline
"1H-Imidazole, 2-nitro-",527-73-1,2.32439739129952e-06,7.95149942564126e-10,29232.1896396548,2.00883485569535e-06,Baseline
EF5,152721-37-4,4.42742360247527e-07,2.20913620951103e-09,2004.14242608211,3.82635210608638e-07,Baseline
N-(2-Fluoroethyl)-2-(2-nitro-1H-imidazol-1-yl)acetamide,199800-19-6,2.10302621117576e-06,6.94254617522839e-11,302918.577434823,1.81751725039103e-06,Baseline
"1H-Imidazole-1-acetic acid, 2-nitro-, 2,3,5,6-tetrafluorophenyl ester",199734-70-8,2.03661485713863e-05,3.45196855553645e-07,589.986503171414,1.76012196879973e-05,Baseline
2-Nitroquinoxaline,117764-57-5,0,0,2434.46380474525,0,Baseline
3-Nitro-1H-indazole,31164-27-9,0,0,1014.63460311005,0,Baseline
2-Nitro-N-phenylacetamide,10151-95-8,5.53427950309409e-07,2.52376746205844e-10,21928.6427386627,4.78294013260797e-07,Baseline
.alpha.-Nitrotoluene,622-42-4,3.32056770185646e-07,1.16590666013467e-09,2848.05620843859,2.86976407956478e-07,Baseline
nitro benzoate,6786-32-9,0,0,321.454263620392,0,Baseline
