Name,CAS,Conc,Effecti,AC10µM,pi,Endpoint(s)
Colchicine,64-86-8,5.40469663954935e-06,0.016214089908182,0.00333333333548497,2.19311455602297e-05,CCTE_Mundy_HCI_Cortical_NOG_BPCount_loss|CCTE_Mundy_HCI_Cortical_NOG_NeuriteCount_loss|CCTE_Mundy_HCI_Cortical_NOG_NeuriteLength_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_BPCount_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_CellBodySpotCount_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuriteLength_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuriteSpotCountPerNeuron_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuronCount_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_SynapseCount_loss|CCTE_Mundy_HCI_hN2_NOG_NeuriteCount_loss|CCTE_Mundy_HCI_hN2_NOG_NeuronCount_loss|CCTE_Mundy_HCI_hNP1_Casp3_7_gain|MFR|BR|ISI|%SiB|BD|IBI|#AE|#ABE|#NS|NSP|NSD|%SiNS|NS-ISI|NSDsd|#SiNS|r|MI|CNS neurite outgrowth|SH-S5Y5 neurite outgrowth
Betamethasone,378-44-9,7.20626218606581e-08,2.92490845504331e-05,0.0246375648907587,2.92415274136395e-07,TOX21_HRE_BLA_Agonist_viability|TOX21_RT_HEPG2_GLO_00hr_ctrl_viability
Estrone,53-16-7,8.35926413583634e-07,5.76834924561784e-06,1.44916054487977,3.39201717998219e-06,BSK_hDFCGF_Proliferation_down|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
Heptachlor epoxide B,1024-57-3,1.77274049777219e-06,3.12224353911911e-05,0.56777777760166,7.19341574375533e-06,BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX|MFR|BR|ISI|%SiB|BD|IBI|#AE|#ABE|#NS|NSP|NSD|%SiNS|NS-ISI|NSDsd|#SiNS|r|MI
Stilonium iodide,77257-42-2,8.64751462327897e-08,2.53303012276159e-07,3.41390121877081,3.50898328963674e-07,TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability
"1-Butyl-2,3-dimethylimidazolium iodide",108203-70-9,4.52553265284933e-06,1.30742630398874e-05,3.46140554082681,1.83636792157656e-05,TOX21_RT_HEPG2_GLO_40hr_viability
Maneb,12427-38-2,4.32375731163948e-08,0.000129712719265456,0.00333333333548497,1.75449164481837e-07,NS-ISI
Imidacloprid,138261-41-3,1.44125243721316e-08,2.99132175450293e-07,0.48181123780603,5.84830548272791e-08,NVS_LGIC_hNNR_NBungSens|#SiNS|SH-S5Y5 neurite outgrowth
"1,3-Dinitrobenzene",99-65-0,1.72950292465579e-06,8.09963181087626e-05,0.213528585624522,7.01796657927349e-06,NVS_ENZ_rMAOAC|NVS_ENZ_rMAOAP|NVS_ENZ_rMAOBC|NVS_ENZ_rMAOBP
4-Nitropyridine-1-oxide,1124-33-0,3.38694322745093e-06,3.44132159556566e-06,9.84198405582089,1.37435178844106e-05,TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Agonist_viability
"1,4-Dinitrobenzene",100-25-4,2.46165916276008e-05,2.76754011977415e-05,8.89475511184627,9.98890576449927e-05,BSK_3C_Proliferation_down|BSK_SAg_Proliferation_down|BSK_hDFCGF_Proliferation_down|TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_PXR_viability
"1-Fluoro-2,4-dinitrobenzene",70-34-8,3.24281798372961e-06,9.38128342621497e-05,0.345668906523804,1.31586873361378e-05,TOX21_MMP_ratio_down
"1,8-Dinitronaphthalene",602-38-0,3.6031310930329e-06,1.73956916279234e-05,2.07127786011634,1.46207637068198e-05,TOX21_MMP_rhodamine
1-Methyl-3-hexylimidazolium trifluoromethylsulfonate,460345-16-8,0,0,3.95579295369595,0,TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability|TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_CAR_Agonist_viabillity|TOX21_PXR_viability|TOX21_RT_HEK293_GLO_08hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
Brolamfetamine hydrobromide,53581-53-6,1.44125243721316e-08,3.1461287159405e-08,4.58103455815639,5.84830548272791e-08,TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_TR_LUC_GH3_Antagonist_viability
Pentabromoethane,75-95-6,5.76500974885265e-07,3.8556931978222e-07,14.9519410727723,2.33932219309116e-06,TOX21_HRE_BLA_Agonist_viability
"2,2',4,4',5-Pentabromodiphenyl ether",60348-60-9,5.26345390070247e-05,0.00099279407541031,0.530165724299588,0.000213580116229223,TOX21_MMP_fitc
"4,4'-Dibromodiphenyl ether",2050-47-7,4.4678825553608e-06,1.60170425690074e-05,2.78945537923839,1.81297469964565e-05,TOX21_MMP_fitc
"1,2,5,6,9,10-Hexabromocyclododecane",3194-55-6,0.000281188350500288,0.000487966574716439,5.76245105853179,0.00114100439968021,TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Agonist_viability|TOX21_PR_BLA_Agonist_viability|TOX21_PR_BLA_Antagonist_viability|TOX21_RT_HEPG2_GLO_08hr_ctrl_viability|TOX21_RXR_BLA_Agonist_viability|TOX21_p53_BLA_p2_viability|TOX21_p53_BLA_p3_viability
"1,2-Dibromo-2,4-dicyanobutane",35691-65-7,2.73837963070501e-07,1.29396368688719e-06,2.11627239501021,1.1111780417183e-06,NVS_GPCR_hDRD1|NVS_GPCR_hORL1|NVS_TR_gDAT
"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8,2.66631700884435e-06,3.52180628652876e-06,7.57087923615579,1.08193651430466e-05,TOX21_MMP_ratio_down
"1,4-Butanediol diglycidyl ether",2425-79-8,0,0,0.645110143412394,0,TOX21_RT_HEK293_GLO_40hr_viability
N-Benzyladenine,1214-39-7,3.15634283749682e-05,2.2849025576012e-05,13.8139056608633,0.000128077890071741,TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
4-(Diglycidylamino)phenyl glycidyl ether,5026-74-4,0,0,7.62065053061028,0,TOX21_PXR_viability|TOX21_RT_HEK293_GLO_40hr_viability
Rutin,153-18-4,3.14193031312469e-06,3.47376306759366e-06,9.04474557414524,1.27493059523468e-05,TOX21_PGC_ERR_viability|TOX21_SSH_3T3_GLI3_Antagonist_viability
Cantharidin,56-25-7,1.44125243721316e-08,4.38780122332672e-06,0.0328468033043767,5.84830548272791e-08,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine
alpha-Tomatine,17406-45-0,3.90579410484767e-06,4.46796967848207e-05,0.874176502060463,1.58489078581926e-05,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine
Paraquat,4685-14-7,3.80490643424275e-06,0.005227193567368,0.00727906167086634,1.54395264744017e-05,SH-S5Y5 viability
"2E,4E-Hexadienoic acid",110-44-1,2.6057844064814e-05,3.34672319901167e-05,7.7860768624394,0.000105737363127721,APR_HepG2_MitoMass_72h_up
"(2,4,6-Trioxo-1,3,5-triazinane-1,3,5-triyl)triethane-2,1-diyl trisprop-2-enoate",40220-08-4,0,0,5.55548761892791,0,ATG_XTT_Cytotoxicity_up|TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_AhR_LUC_Agonist_viability|TOX21_CAR_Agonist_viabillity|TOX21_CASP3_CHO_viability|TOX21_ELG1_LUC_Agonist_viability|TOX21_ERR_viability|TOX21_ERb_BLA_Agonist_viability|TOX21_FXR_BLA_antagonist_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PPARg_BLA_antagonist_viability|TOX21_RT_HEPG2_GLO_08hr_ctrl_viability
Diethylene glycol diacrylate,4074-88-8,0,0,20.318483085749,0,TOX21_CASP3_CHO_viability|TOX21_ERR_viability|TOX21_PGC_ERR_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEPG2_GLO_08hr_ctrl_viability
Diallyl phthalate,131-17-9,1.2048870375102e-05,4.14205619451062e-05,2.90891040808914,4.88918338356053e-05,NUMBER_OF_BURSTS|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|AREA_UNDER_CROSS_CORRELATION|SYNCHRONY_INDEX
Diquat,2764-72-9,2.92718369997993e-05,7.33724571387444,3.98948572002263e-05,0.000118779084354204,SH-S5Y5 neurite outgrowth
"5,6,7,8-Tetrahydroquinoxaline",34413-35-9,4.29493226289522e-06,1.08520072433632e-05,3.9577307373453,1.74279503385292e-05,TOX21_RT_HEPG2_FLO_00hr_ctrl_viability|TOX21_RT_HEPG2_FLO_24hr_viability
Piperazine,110-85-0,2.03216593647056e-06,8.10967167576115e-05,0.25058547592555,8.24611073064635e-06,NVS_LGIC_rGABAR_NonSelective
Mepanipyrim,110235-47-7,2.30600389954106e-07,3.29412133472438e-06,0.700036114405603,9.35728877236465e-07,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX
3-Methylbut-3-en-1-ol,763-32-6,4.5010313614167e-05,1.4414613722805e-05,31.2254733145969,0.000182642580225593,TOX21_RT_HEPG2_GLO_00hr_ctrl_viability
Methyl trans-styryl ketone,1896-62-4,0,0,11.4035274127695,0,BSK_3C_Proliferation_down|BSK_SAg_Proliferation_down
Diacetone alcohol,123-42-2,8.42700300038536e-05,0.00143131242860908,0.588760555134321,0.000341950421575101,APR_HepG2_MitoMass_24h_dn
Acenocoumarol,152-72-7,2.83926730130993e-06,1.67808132452442e-05,1.69197240909322,1.1521161800974e-05,TOX21_MMP_rhodamine
Warfarin,81-81-2,1.29712719349185e-06,3.10250505467587e-06,4.18090275642552,5.26347493445512e-06,TOX21_MMP_ratio_down
N-Acetyl-m-toluidine,537-92-8,2.88250487442632e-08,2.60670303756008e-08,11.0580485498049,1.16966109654558e-07,TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
1-Acetyl-2-phenylhydrazine,114-83-0,2.88250487442632e-08,1.06269653158307e-07,2.71244404094584,1.16966109654558e-07,TOX21_CASP3_CHO_viability|TOX21_ERR_viability|TOX21_TR_LUC_GH3_Antagonist_viability
5-Nitro-2-furanmethanediol diacetate,92-55-7,4.00668177545259e-06,3.19661364306805e-06,12.5341446381585,1.62582892419836e-05,TOX21_Aromatase_Inhibition_viability
Adefovir dipivoxil,142340-99-6,0,0,0.414304278567089,0,TOX21_CAR_Agonist_viabillity|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RXR_BLA_Agonist_viability
Triadimenol,55219-65-3,2.45012914326237e-07,0.00018187384777252,0.0134715857902061,9.94211932063744e-07,NVS_TR_gDAT|NVS_TR_hDAT
"2,6-Di-tert-butylphenol",128-39-2,3.44459332493946e-06,1.14012731844315e-06,30.2123567185731,1.39774501037197e-05,APR_HepG2_CellLoss_24h_dn|NCCT_HEK293T_CellTiterGLO
Clofoctol,37693-01-9,5.3874016103028e-05,0.000771991668266123,0.69785748107914,0.000218609658944369,TOX21_MMP_rhodamine
"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline",13080-86-9,2.16187865581974e-06,3.14888699644405e-06,6.86553267316702,8.77245822409186e-06,TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
2-Chloro-2-nitropropane,594-71-8,6.34151072373791e-07,2.34842779034047e-05,0.27003217854182,2.57325441240028e-06,TOX21_RT_HEPG2_GLO_00hr_ctrl_viability
2-Acrylamido-2-methyl-1-propanesulfonic acid,15214-89-8,2.73837963070501e-06,4.76811855895344e-06,5.74310306433752,1.1111780417183e-05,TOX21_RT_HEPG2_FLO_00hr_ctrl_viability|TOX21_RT_HEPG2_FLO_24hr_viability|TOX21_RT_HEPG2_FLO_32hr_ctrl_viability
Hydroxyflutamide,52806-53-8,3.38694322745093e-06,0.00024472186516342,0.138399698171195,1.37435178844106e-05,APR_HepG2_MitoMass_72h_up|APR_HepG2_MitoMembPot_72h_dn|TOX21_MMP_ratio_down
Esfenvalerate,66230-04-4,2.93294870972878e-05,0.00353971195155784,0.0828584006231915,0.000119013016573513,NUMBER_OF_BURSTS|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX
Isopropamide,7492-32-2,1.00887670604921e-07,2.79557968205158e-07,3.608828296065,4.09381383790954e-07,TOX21_RT_HEPG2_GLO_40hr_viability
Allethrin,584-79-2,2.45012914326237e-07,2.83840691720439e-06,0.863205739956257,9.94211932063744e-07,INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|SYNCHRONY_INDEX
Riboprine,7724-76-7,8.64751462327897e-08,5.8306642057148e-07,1.48310969697128,3.50898328963674e-07,TOX21_ARE_BLA_agonist_viability|TOX21_CAR_Agonist_viabillity|TOX21_CAR_Antagonist_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_NFkB_BLA_agonist_viability|TOX21_PPARg_BLA_antagonist_viability|TOX21_PXR_viability|TOX21_RORg_LUC_CHO_Antagonist_viability
"2,2,4-Trimethyl-1,3-pentanediol",144-19-4,3.31488060559027e-07,8.32386881782931e-06,0.398237968201753,1.34511026102742e-06,TOX21_RT_HEK293_GLO_08hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RT_HEPG2_GLO_16hr_ctrl_viability
Imazapyr,81334-34-1,1.70067787591153e-06,0.00578664223445161,0.00293897187178136,6.90100046961893e-06,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|BURST_DURATION_AVG_ (SEC)|INTER_BURST_INTERVAL_AVG_(SEC)|NETWORK_BURST_PERCENTAGE|SYNCHRONY_INDEX
Deethylatrazine,6190-65-4,1.9168657414935e-06,0.0042960511918135,0.00446192481399258,7.77824629202812e-06,SH-S5Y5 neurite outgrowth
Oxadiazon,19666-30-9,1.31153971786398e-06,0.000907600284758766,0.0144506314055705,5.3219579892824e-06,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_PERCENTAGE_AVG_(SEC)|NETWORK_BURST_PERCENTAGE
"4,4-Bis(4-hydroxyphenyl)valeric acid",126-00-1,4.17963206791817e-06,5.20050753155068e-05,0.803696955068516,1.69600858999109e-05,ACEA_AR_antagonist_AUC_viability
Bicalutamide,90357-06-5,2.98339254503124e-06,0.0179286593376664,0.00166403549135624,1.21059923492468e-05,SH-S5Y5 viability
"2-Methyl-2,4-pentanediol",107-41-5,0.000102761298773298,7.11257841728752e-05,14.447826476476,0.0004169841809185,APR_HepG2_CellLoss_72h_dn|BSK_3C_Proliferation_down|BSK_hDFCGF_Proliferation_down
meso-Hexestrol,84-16-2,4.06433187294112e-06,2.61060176316649e-05,1.55685632725971,1.64922214612927e-05,NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn|NVS_GPCR_hAdoRA1|NVS_GPCR_hAdoRA2a|NVS_GPCR_hOpiate_D1|NVS_GPCR_rOpiate_NonSelective|NVS_TR_gDAT
Azithromycin,83905-01-5,8.64751462327897e-08,1.06506173769024e-06,0.81192613697986,3.50898328963674e-07,TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2_viability
Tamoxifen,10540-29-1,1.16741447414266e-06,1.18183833650852e-05,0.987795401519573,4.73712744100961e-06,NVS_GPCR_hDRD1|NVS_IC_rCaBTZCHL|NVS_TR_hDAT|NUMBER_OF_SPIKES|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION
trans-Hex-3-en-1-ol,928-97-2,7.20626218606581e-08,1.28621694997515e-07,5.60268015921032,2.92415274136395e-07,TOX21_PR_BLA_Agonist_viability
Clomazone,81777-89-1,0,0,0.0488789124037467,0,NVS_TR_hDAT|SH-S5Y5 neurite outgrowth
"5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin",63612-50-0,2.96898002065911e-06,7.43996726604196e-06,3.99058210136266,1.20475092944195e-05,NCCT_MITO_max_resp_rate_OCR_dn|NVS_GPCR_bAdoR_NonSelective
"2,3-Dimethylphenol",526-75-0,0,0,0.149726139097127,0,ACEA_AR_antagonist_AUC_viability|TOX21_RT_HEK293_FLO_08hr_viability
Terbacil,5902-51-2,0,0,0.887543958494256,0,BSK_SAg_PBMCCytotoxicity_up
4-Chloro-3-methylphenol,59-50-7,2.45012914326237e-07,0.000410631753083169,0.00596673083575719,9.94211932063744e-07,SH-S5Y5 viability
Rimonabant,168273-06-1,3.04104264251977e-06,0.000102950997899267,0.295387388619128,1.23399245685559e-05,TOX21_RT_HEK293_GLO_40hr_viability
2-Amino-m-cresol,2835-97-4,4.32375731163948e-08,2.20515541674583e-09,196.074946863387,1.75449164481837e-07,TOX21_RT_HEK293_GLO_40hr_viability
"4,4'-Diamino-3,3'-dimethyldiphenylmethane",838-88-0,5.76500974885265e-08,1.70322277402187e-07,3.38476553788649,2.33932219309116e-07,APR_HepG2_MitoMass_72h_up|NCCT_MITO_basal_resp_rate_OCR_dn|NVS_TR_hDAT|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX
4-Chloro-2-methylaniline,95-69-2,4.32375731163948e-08,1.17721054384792e-06,0.367288360967827,1.75449164481837e-07,ACEA_ER_AUC_viability|BSK_3C_Proliferation_down
"2-Methyl-4,6-dinitrophenol",534-52-1,1.47007748595742e-06,1.68631845049303e-06,8.7176742063613,5.96527159238247e-06,APR_HepG2_CellLoss_24h_dn|APR_HepG2_CellLoss_72h_dn|APR_HepG2_MicrotubuleCSK_72h_up|BSK_SAg_PBMCCytotoxicity_up|TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability|TOX21_AhR_LUC_Agonist_viability|TOX21_CAR_Agonist_viabillity|TOX21_CAR_Antagonist_viability|TOX21_CASP3_HEPG2_viability|TOX21_ELG1_LUC_Agonist_viability|TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2_viability|TOX21_MMP_viability|TOX21_PXR_viability|TOX21_SSH_3T3_GLI3_Agonist_viability
Methylhydroquinone,95-71-6,1.44125243721316e-08,9.2201816926336e-09,15.6314971359473,5.84830548272791e-08,TOX21_RXR_BLA_Agonist_viability|TOX21_SSH_3T3_GLI3_Agonist_viability|TOX21_SSH_3T3_GLI3_Antagonist_viability
"2-Methyl-1,3-benzenediol",608-25-3,2.88250487442632e-08,7.39300296903622e-07,0.389896350170423,1.16966109654558e-07,BSK_SAg_PBMCCytotoxicity_down|BSK_SAg_Proliferation_down
MCPA,94-74-6,3.41576827619519e-05,0.000226067332117562,1.51095173468888,0.000138604839940651,ACEA_AR_antagonist_AUC_viability
Tiliquinol,5541-67-3,0,0,2.13586263652171,0,TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability|TOX21_CAR_Agonist_viabillity|TOX21_CAR_Antagonist_viability|TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PR_BLA_Antagonist_viability|TOX21_RORg_LUC_CHO_Antagonist_viability|TOX21_VDR_BLA_Agonist_viability
"4-Methyl-2,6-dinitrophenol",609-93-8,3.55989351991651e-06,6.03943616415757e-06,5.89441368888625,1.44453145423379e-05,TOX21_MMP_rhodamine
2-Methyl-4-nitroaniline,99-52-5,0,0,16.1935867262736,0,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability|TOX21_CAR_Antagonist_viability|TOX21_SSH_3T3_GLI3_Antagonist_viability
"3,3'-Dimethylbenzidine",119-93-7,4.02830056201079e-05,0.000279514104537453,1.44117971029652,0.000163460138242245,ACEA_AR_antagonist_AUC_viability|BSK_SAg_Proliferation_down
Isophorone,78-59-1,3.17075536186895e-07,0.0012116050621392,0.00261698754895485,1.28662720620014e-06,TOX21_RT_HEPG2_FLO_32hr_ctrl_viability
"3,5-Dimethylpyridine",591-22-0,5.43352168829362e-06,6.01341258943517e-05,0.903567085657759,2.20481116698842e-05,ACEA_ER_AUC_viability
