Compound,CAS,log_AC10,log_AC50,Slope,Top_curve,Endpoints,Viability
Bitertanol,55179-31-2,0.34599789302338,1.6203314864149,0.748816883104913,100,NVS_TR_hDAT,FALSE
Paclobutrazol,76738-62-0,-0.0491299544393249,0.905112555,1,100,APR_HepG2_MitoMembPot_24h_dn|NVS_TR_gDAT|NVS_TR_hDAT|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION,FALSE
Pindone,83-26-1,0.839751796459268,1.32298906551865,1.9781297534928,94.9574199111884,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine,FALSE
Tebuconazole,107534-96-3,0.0117046195606751,0.8002521155,1,100,NVS_TR_gDAT|NVS_TR_hDAT|CCTE_Mundy_HCI_Cortical_NOG_NeuronCount_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_SynapseCount_loss|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|INTER_BURST_INTERVAL_AVG_(SEC)|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|MFR|BR|ISI|%SiB|BD|IBI|#AE|#ABE|#NS|NSP|NSD|%SiNS|NS-ISI|NSDsd|#SiNS|r|MI|number network spikes|bursts per minute|mutual information,FALSE
Triadimenol,55219-65-3,-1.87058127885759,-0.452475230734981,0.676916093535403,91.6540006454717,NVS_TR_gDAT|NVS_TR_hDAT,FALSE
"2,2',6,6'-Tetrachlorobisphenol A",79-95-8,-0.374008533151798,0.390513617020281,1.77273618781481,100,TOX21_MMP_fitc|TOX21_MMP_ratio_down,FALSE
"2,6-Di-tert-butylphenol",128-39-2,1.74488096884608,2.54619496031467,1.40865282736928,1.84857867468888,APR_HepG2_MitoMass_24h_up|APR_HepG2_MitoMembPot_72h_dn,FALSE
"3,3',5,5'-Tetrabromobisphenol A",79-94-7,0.155401767156986,0.400283754715242,1.1827345475748,100,APR_HepG2_MitoMembPot_24h_dn|NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn|TOX21_MMP_ratio_down|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_DURATION_AVG_ (SEC)|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NETWORK_BURST_PERCENTAGE|SYNCHRONY_INDEX|percent affected 2dpf|percent affected 3dpf|percent affected 5dpf|percent affected 1dpf|a background distmoved 1dpf|b excitatory distmoved 1dpf|percent affected 1dpf|percent affected 4dpf|percent affected 5dpf|SH-S5Y5 neurite outgrowth,FALSE
"4-(1,1,3,3-Tetramethylbutyl)phenol",140-66-9,0.121163446031826,1.149463063,1,100,NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn|NVS_GPCR_hOpiate_D1|NVS_TR_hDAT|NVS_TR_hNET|TOX21_MMP_ratio_down|TOX21_MMP_rhodamine|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|INTER_BURST_INTERVAL_AVG_(SEC)|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION,FALSE
4-Cumylphenol,599-64-4,0.0391003818070319,1.24846431056535,1.16260612115471,100,NCCT_MITO_basal_resp_rate_OCR_dn|NVS_GPCR_hAdra2C|NVS_TR_gDAT|NVS_TR_hDAT|NVS_TR_hNET|TOX21_MMP_fitc|TOX21_MMP_ratio_down,FALSE
Bisphenol A,1980-05-07,0.189485541745482,1.0257440317094,1,100,APR_HepG2_MitoMembPot_72h_dn|NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn|NVS_GPCR_hOpiate_D1|NVS_GPCR_rOpiate_NonSelective|NVS_GPCR_rOpiate_NonSelectiveNa|NVS_TR_gDAT|NVS_TR_hDAT|TOX21_MMP_fitc|NVS_GPCR_h5HT6|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_PERCENTAGE_AVG_(SEC)|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|MFR|BR|BD|#NS|NS-ISI|NSDsd|#SiNS|MI|mean firing rate|bursts per minute|number network spikes|percent affected 4dpf|SH-S5Y5 neurite outgrowth,FALSE
CP-457677,214535-77-0,0.930062389666349,2.68766679929138,0.542922232223408,0.962214731028935,NCCT_MITO_max_resp_rate_OCR_dn,FALSE
Clofoctol,37693-01-9,-0.156233261475252,0.285278659652612,2.16130632894728,85.6762039147532,TOX21_MMP_rhodamine,FALSE
Dicumyl peroxide,80-43-3,0.496452008060675,1.3925591395,1,100,APR_HepG2_MitoMass_24h_dn|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|AREA_UNDER_CROSS_CORRELATION|SYNCHRONY_INDEX,FALSE
Hydroxyflutamide,52806-53-8,-0.858864857008794,-0.0905286611800302,1.24195959349544,1.87635620636903,APR_HepG2_MitoMass_72h_up|APR_HepG2_MitoMembPot_72h_dn|TOX21_MMP_ratio_down,FALSE
Octrizole,3147-75-9,1.45754869814504,1.55671526096948,9.62262361688085,69.5603374625633,TOX21_MMP_ratio_down,FALSE
Tetrabromobisphenol A bis(2-hydroxyethyl) ether,4162-45-2,0.359573557705729,0.766985056349473,2.27107815321956,98.1874244080418,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine|NVS_TR_rSERT,FALSE
tert-Butyl 4-hydroxybenzoate,25804-49-3,0.70729046382067,1.01376699013397,3.11359085447168,22.7237874655751,TOX21_MMP_fitc,FALSE
Bromocriptine,25614-03-3,-0.361065072901911,0.947388974447985,0.729290043752029,100,TOX21_MMP_rhodamine,FALSE
Flutamide,13311-84-7,-0.180170532248467,0.892951587364916,1,100,NVS_ENZ_rMAOAP|TOX21_MMP_ratio_down|NVS_GPCR_g5HT4|NVS_GPCR_h5HT6|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_DURATION_AVG_ (SEC)|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX,FALSE
"4,4'-(4-Methylpentane-2,2-diyl)diphenol",6807-17-6,0.3436387997237,0.919127413644907,1.65814316105649,104.936279753429,TOX21_MMP_ratio_down,FALSE
6-Chlorothymol,89-68-9,-0.0999345664357631,0.663661846458664,1.2906291873082,104.81428676935,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine,FALSE
CP-863187,668981-02-0,0.78896629398053,2.25864961550286,0.649284437990967,0.971487628413159,NCCT_MITO_basal_resp_rate_OCR_dn,FALSE
Menthyl anthranilate,134-09-8,0.216914383711959,0.83100069442496,1.55392245811729,100,TOX21_MMP_rhodamine,FALSE
"N-(1,3-Dimethylbutyl)-N'-phenyl-p-phenylenediamine",793-24-8,0.674766523696079,1.31856248607708,1.48267419102115,98.9350872757514,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine,FALSE
"4,4',4''-Ethane-1,1,1-triyltriphenol",27955-94-8,0.361157167560675,1.35338842334269,1,100,NCCT_MITO_basal_resp_rate_OCR_dn|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX,FALSE
Alaproclate,60719-82-6,0.702150113032637,1.26206377409592,1.70426723939403,75.31635838332,TOX21_MMP_ratio_up,FALSE
Bicalutamide,90357-06-5,0.648981504241286,1.22687485921304,1.64298977362571,90.4366889108783,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine|SH-S5Y5 neurite outgrowth,FALSE
Bisphenol E,2081-08-05,0.0829181534766224,1.0831689695253,0.954003230118721,100,TOX21_MMP_fitc,FALSE
Cyproconazole,94361-06-5,-1.54579771076065,-0.757348248639748,1.210277329472,94.7792719644256,NVS_TR_hDAT,FALSE
Myralact,15518-87-3,0.605996516365818,1.47086766199692,1.10333488897125,88.6118538712815,TOX21_MMP_ratio_up,FALSE
Cyfluthrin,68359-37-5,-0.971285314939325,-0.0170428055,1,100,NVS_TR_hDAT|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_DURATION_AVG_ (SEC)|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX,FALSE
Tamoxifen,10540-29-1,-0.00533299993932485,0.979873295872948,1,100,NVS_GPCR_hDRD1|NVS_IC_rCaBTZCHL|NVS_TR_hDAT|NUMBER_OF_SPIKES|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION,FALSE
Transfluthrin,118712-89-3,0.736420292110687,1.31119434606605,1.66020456712096,76.1275854053193,TOX21_MMP_ratio_down,FALSE
Triticonazole,131983-72-7,-0.831755786521149,-0.0850303188294868,1.28066713136748,73.3096977999986,NVS_TR_gDAT|NVS_TR_hDAT,FALSE
meso-Hexestrol,84-16-2,0.19224853603806,1.37326001753261,0.729844500593505,100,NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn|NVS_GPCR_hAdoRA1|NVS_GPCR_hAdoRA2a|NVS_GPCR_hOpiate_D1|NVS_GPCR_rOpiate_NonSelective|NVS_TR_gDAT,FALSE
"2,6-Dinitrotoluene",606-20-2,0.0463992752557429,1.23685361137028,0.801578423036225,100,NVS_ENZ_rMAOBC,FALSE
3-Chloro-7-hydroxy-4-methyl-2-benzopyrone,6174-86-3,0.171879281074834,1.2989954596282,0.84662302573287,100,NVS_ENZ_rMAOAC,FALSE
"3-Methyl-4,6-di-tert-butylphenol",497-39-2,-0.427084848541683,0.441500502710589,1.11557185873523,69.7212810761236,NVS_TR_hNET|TOX21_MMP_ratio_down,FALSE
4-Chloro-3-methylphenol,59-50-7,-1.25936989459137,-0.298199987861883,0.992844317134858,100,TOX21_MMP_ratio_down|SH-S5Y5 neurite outgrowth,FALSE
"5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin",63612-50-0,0.601036250316009,1.66982072335985,1.33540689136402,54.5385509550799,NCCT_MITO_max_resp_rate_OCR_dn|NVS_GPCR_bAdoR_NonSelective,FALSE
Ciglitizone,74772-77-3,0.433763947669189,0.871264895027917,1.91862848929921,105.548966630749,TOX21_MMP_fitc|TOX21_MMP_ratio_down|TOX21_MMP_rhodamine,FALSE
Clomazone,81777-89-1,-1.31087846606964,-0.330170315636086,0.973722865686659,101.071801094897,NVS_TR_hDAT|SH-S5Y5 neurite outgrowth,FALSE
FR167356,174185-16-1,0.16099847779274,1.83751232933348,0.569182597902406,109.578498249183,NVS_TR_rVMAT2,FALSE
Famoxadone,131807-57-3,0.188245961987951,0.574186028875932,2.47251475373842,0.679649957007497,APR_HepG2_MitoMembPot_24h_dn|NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn,FALSE
Fenhexamid,126833-17-8,0.485546757639781,1.50092037885784,1.1667801821996,86.5000427367889,NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn|NVS_TR_hDAT|TOX21_MMP_ratio_down|TOX21_MMP_rhodamine,FALSE
Leflunomide,75706-12-6,0.393520887613332,1.16233482129768,1.2411878448487,102.210255783945,TOX21_MMP_ratio_down,FALSE
Methaqualone,72-44-6,0.737549284302602,1.43036217912902,1.37734519170345,97.6229559665113,TOX21_MMP_fitc,FALSE
"3,3'-Dimethylbisphenol A",79-97-0,-0.129034016508396,0.534905390376437,1.44596440372362,94.6396117259092,NVS_TR_gDAT|NVS_TR_hDAT,FALSE
"4,4'-Diamino-3,3'-dimethyldiphenylmethane",838-88-0,0.529528590560675,1.44259208910381,1,100,APR_HepG2_MitoMass_72h_up|NCCT_MITO_basal_resp_rate_OCR_dn|NVS_TR_hDAT|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX,FALSE
"4,4'-Propane-2,2-diylbis(2,6-dimethylphenol)",5613-46-7,0.791781406261431,1.50289659530945,1.57551548340937,82.7282338467556,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine,FALSE
"4-Methyl-2,6-dinitrophenol",609-93-8,0.770440612765301,1.44563673898615,1.41328196709351,103.167455428499,TOX21_MMP_rhodamine,FALSE
4-Methyl-2-nitroaniline,89-62-3,0.20159414712736,1.28443424842444,0.881240460430206,114.397976993786,NVS_ENZ_rMAOAC,FALSE
Butylated hydroxytoluene,128-37-0,0.905520408269751,1.41617325859601,1.8686716598755,51.8329983851657,TOX21_MMP_ratio_down,FALSE
Carboxin,5234-68-4,0.335830035490221,1.4791241102706,0.834660384643709,103.836959969875,NVS_TR_gDAT|NVS_TR_hNET,FALSE
o-Aminoazotoluene,97-56-3,0.536074634560675,1.423397395,1,100,APR_HepG2_MitoMembPot_24h_dn|NCCT_MITO_basal_resp_rate_OCR_dn|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX,FALSE
"1,2-Dinitrobenzene",528-29-0,0.0505645801363574,0.7241655862339,1.81621316225722,49.9411721064362,APR_HepG2_MitoMass_24h_dn|NVS_ENZ_rMAOAP,FALSE
"1,3-Dinitrobenzene",99-65-0,-0.670543976620369,0.393556140727875,0.897692266477774,101.678471923554,NVS_ENZ_rMAOAC|NVS_ENZ_rMAOAP|NVS_ENZ_rMAOBC|NVS_ENZ_rMAOBP,FALSE
"1-Chloro-2,4-dinitrobenzene",97-00-7,0.698261693569244,1.05290663322924,2.69069822441051,88.9652681542303,TOX21_MMP_ratio_down,FALSE
"1-Fluoro-2,4-dinitrobenzene",70-34-8,-0.461339684190477,0.337368288580116,1.19473267072721,114.683944073426,TOX21_MMP_ratio_down,FALSE
9-Nitroanthracene,602-60-8,0.676731047213998,1.38582207173906,1.48238736671576,81.7241119211923,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine,FALSE
Ammonium carbamate,1111-78-0,1.23306794040002,1.607479582602,2.5486453995588,1.07421136534885,APR_HepG2_MitoMass_24h_up,FALSE
Fluazinam,79622-59-6,-1.24762564643933,-0.344782919,1,100,NCCT_MITO_basal_resp_rate_OCR_up|TOX21_MMP_ratio_down|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_DURATION_AVG_ (SEC)|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX,FALSE
Imidacloprid,138261-41-3,-0.317123074698343,0.916775789319651,1,100,NVS_LGIC_hNNR_NBungSens|#SiNS|SH-S5Y5 neurite outgrowth,FALSE
1-Amino-2-methylanthraquinone,82-28-0,-0.25447427818386,0.695648984751559,0.936909700178957,87.5547851286376,NVS_GPCR_hAdoRA2a|NVS_TR_hNET|TOX21_MMP_rhodamine,FALSE
"2,3,6-Trimethylphenol",2416-94-6,0.442105439698261,1.393709725,1,100,APR_HepG2_MitoMass_72h_dn|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_SPIKES_PER_BURST_AVG|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX,FALSE
"2,4-Dichloro-3,5-dimethylphenol",133-53-9,-0.353540336588846,0.79175574426198,0.86732559907991,98.2212032323633,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine,FALSE
2-Tert-Butyl-5-methylphenol,88-60-8,0.419751613560675,1.359797354,1,100,NCCT_MITO_max_resp_rate_OCR_dn|TOX21_MMP_ratio_down|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_PERCENTAGE_AVG_(SEC)|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION,FALSE
"3,4-Dinitrotoluene",610-39-9,0.115123681813668,1.07293600286061,0.996272952927023,100,NVS_ENZ_rMAOAC,FALSE
"4-Chloro-3,5-dimethylphenol",88-04-0,0.650662002705811,1.17248796048805,1.82866048575822,100,TOX21_MMP_ratio_down,FALSE
