Name,CAS,Conc,Effecti,AC10µM,pi,Endpoint(s)
1-Methyl-3-hexylimidazolium trifluoromethylsulfonate,460345-16-8,0,0,3.95579295369595,0,TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability|TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_CAR_Agonist_viabillity|TOX21_PXR_viability|TOX21_RT_HEK293_GLO_08hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
Brolamfetamine hydrobromide,53581-53-6,1.10845213663951e-07,2.41965460545576e-07,4.58103455815639,1.95352944164221e-06,TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_TR_LUC_GH3_Antagonist_viability
Pentabromoethane,75-95-6,4.43380854655804e-06,2.96537320805261e-06,14.9519410727723,7.81411776656886e-05,TOX21_HRE_BLA_Agonist_viability
"2,2',4,4',5-Pentabromodiphenyl ether",60348-60-9,0.000404806720300749,0.00763547513064046,0.530165724299588,0.00713428952087737,TOX21_MMP_fitc
"4,4'-Dibromodiphenyl ether",2050-47-7,3.43620162358248e-05,0.000123185394868036,2.78945537923839,0.000605594126909087,TOX21_MMP_fitc
"1,2,5,6,9,10-Hexabromocyclododecane",3194-55-6,0.00216259011858368,0.00375289975848348,5.76245105853179,0.0381133594064396,TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Agonist_viability|TOX21_PR_BLA_Agonist_viability|TOX21_PR_BLA_Antagonist_viability|TOX21_RT_HEPG2_GLO_08hr_ctrl_viability|TOX21_RXR_BLA_Agonist_viability|TOX21_p53_BLA_p2_viability|TOX21_p53_BLA_p3_viability
"1,2-Dibromo-2,4-dicyanobutane",35691-65-7,2.10605905961507e-06,9.95173903218119e-06,2.11627239501021,3.71170593912021e-05,NVS_GPCR_hDRD1|NVS_GPCR_hORL1|NVS_TR_gDAT
"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8,2.05063645278309e-05,2.70858428567979e-05,7.57087923615579,0.00036140294670381,TOX21_MMP_ratio_down
"1,4-Butanediol diglycidyl ether",2425-79-8,0,0,0.645110143412394,0,TOX21_RT_HEK293_GLO_40hr_viability
4-(Diglycidylamino)phenyl glycidyl ether,5026-74-4,0,0,7.62065053061028,0,TOX21_PXR_viability|TOX21_RT_HEK293_GLO_40hr_viability
Cantharidin,56-25-7,1.10845213663951e-07,3.37461191083948e-05,0.0328468033043767,1.95352944164221e-06,TOX21_MMP_ratio_down|TOX21_MMP_rhodamine
"2E,4E-Hexadienoic acid",110-44-1,0.000200408146304423,0.000257392971897319,7.7860768624394,0.00353198123048912,APR_HepG2_MitoMass_72h_up
"(2,4,6-Trioxo-1,3,5-triazinane-1,3,5-triyl)triethane-2,1-diyl trisprop-2-enoate",40220-08-4,0,0,5.55548761892791,0,ATG_XTT_Cytotoxicity_up|TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_AhR_LUC_Agonist_viability|TOX21_CAR_Agonist_viabillity|TOX21_CASP3_CHO_viability|TOX21_ELG1_LUC_Agonist_viability|TOX21_ERR_viability|TOX21_ERb_BLA_Agonist_viability|TOX21_FXR_BLA_antagonist_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PPARg_BLA_antagonist_viability|TOX21_RT_HEPG2_GLO_08hr_ctrl_viability
Diethylene glycol diacrylate,4074-88-8,0,0,20.318483085749,0,TOX21_CASP3_CHO_viability|TOX21_ERR_viability|TOX21_PGC_ERR_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEPG2_GLO_08hr_ctrl_viability
Diallyl phthalate,131-17-9,9.26665986230631e-05,0.000318561198603349,2.90891040808914,0.00163315061321289,NUMBER_OF_BURSTS|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|AREA_UNDER_CROSS_CORRELATION|SYNCHRONY_INDEX
"5,6,7,8-Tetrahydroquinoxaline",34413-35-9,3.30318736718574e-05,8.34616497786658e-05,3.9577307373453,0.00058215177360938,TOX21_RT_HEPG2_FLO_00hr_ctrl_viability|TOX21_RT_HEPG2_FLO_24hr_viability
Mepanipyrim,110235-47-7,1.77352341862322e-06,2.53347417672745e-05,0.700036114405603,3.12564710662754e-05,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX
3-Methylbut-3-en-1-ol,763-32-6,0.000346169602272519,0.000110861282640893,31.2254733145969,0.00610087244624864,TOX21_RT_HEPG2_GLO_00hr_ctrl_viability
Methyl trans-styryl ketone,1896-62-4,0,0,11.4035274127695,0,BSK_3C_Proliferation_down|BSK_SAg_Proliferation_down
Diacetone alcohol,123-42-2,0.000648111964293122,0.0110080738025199,0.588760555134321,0.011422286645282,APR_HepG2_MitoMass_24h_dn
N-Acetyl-m-toluidine,537-92-8,2.21690427327902e-07,2.00478797257418e-07,11.0580485498049,3.90705888328443e-06,TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
1-Acetyl-2-phenylhydrazine,114-83-0,2.21690427327902e-07,8.17308759116733e-07,2.71244404094584,3.90705888328443e-06,TOX21_CASP3_CHO_viability|TOX21_ERR_viability|TOX21_TR_LUC_GH3_Antagonist_viability
5-Nitro-2-furanmethanediol diacetate,92-55-7,3.08149693985784e-05,2.45848203352994e-05,12.5341446381585,0.000543081184776536,TOX21_Aromatase_Inhibition_viability
Adefovir dipivoxil,142340-99-6,0,0,0.414304278567089,0,TOX21_CAR_Agonist_viabillity|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RXR_BLA_Agonist_viability
Triadimenol,55219-65-3,1.88436863228717e-06,0.00139877269211849,0.0134715857902061,3.32100005079177e-05,NVS_TR_gDAT|NVS_TR_hDAT
"2,6-Di-tert-butylphenol",128-39-2,2.64920060656843e-05,8.76859965359747e-06,30.2123567185731,0.000466893536552489,APR_HepG2_CellLoss_24h_dn|NCCT_HEK293T_CellTiterGLO
"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline",13080-86-9,1.66267820495927e-05,2.42177597006801e-05,6.86553267316702,0.000293029416246332,TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
2-Chloro-2-nitropropane,594-71-8,4.87718940121384e-06,0.00018061511881846,0.27003217854182,8.59552954322574e-05,TOX21_RT_HEPG2_GLO_00hr_ctrl_viability
Hydroxyflutamide,52806-53-8,2.60486252110285e-05,0.00188213020369505,0.138399698171195,0.00045907941878592,APR_HepG2_MitoMass_72h_up|APR_HepG2_MitoMembPot_72h_dn|TOX21_MMP_ratio_down
Esfenvalerate,66230-04-4,0.00022557000980614,0.0272235534489674,0.0828584006231915,0.00397543241374191,NUMBER_OF_BURSTS|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX
Isopropamide,7492-32-2,7.75916495647657e-07,2.15005101931201e-06,3.608828296065,1.36747060914955e-05,TOX21_RT_HEPG2_GLO_40hr_viability
Allethrin,584-79-2,1.88436863228717e-06,2.18298899678616e-05,0.863205739956257,3.32100005079177e-05,INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|SYNCHRONY_INDEX
Riboprine,7724-76-7,6.65071281983706e-07,4.48430270088501e-06,1.48310969697128,1.17211766498533e-05,TOX21_ARE_BLA_agonist_viability|TOX21_CAR_Agonist_viabillity|TOX21_CAR_Antagonist_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_NFkB_BLA_agonist_viability|TOX21_PPARg_BLA_antagonist_viability|TOX21_PXR_viability|TOX21_RORg_LUC_CHO_Antagonist_viability
"2,2,4-Trimethyl-1,3-pentanediol",144-19-4,2.54943991427087e-06,6.40180022458153e-05,0.398237968201753,4.49311771577709e-05,TOX21_RT_HEK293_GLO_08hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RT_HEPG2_GLO_16hr_ctrl_viability
Imazapyr,81334-34-1,1.30797352123462e-05,0.0445044586439624,0.00293897187178136,0.000230516474113781,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|BURST_DURATION_AVG_ (SEC)|INTER_BURST_INTERVAL_AVG_(SEC)|NETWORK_BURST_PERCENTAGE|SYNCHRONY_INDEX
Deethylatrazine,6190-65-4,1.47424134173055e-05,0.0330404792368381,0.00446192481399258,0.000259819415738415,SH-S5Y5 neurite outgrowth
Oxadiazon,19666-30-9,1.00869144434195e-05,0.00698025862007052,0.0144506314055705,0.000177771179189442,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_PERCENTAGE_AVG_(SEC)|NETWORK_BURST_PERCENTAGE
Bicalutamide,90357-06-5,2.29449592284379e-05,0.137887438985673,0.00166403549135624,0.000404380594419938,SH-S5Y5 viability
"2-Methyl-2,4-pentanediol",107-41-5,0.000790326373423971,0.00054702094789883,14.447826476476,0.013928664918909,APR_HepG2_CellLoss_72h_dn|BSK_3C_Proliferation_down|BSK_hDFCGF_Proliferation_down
meso-Hexestrol,84-16-2,3.12583502532342e-05,0.000200778644155645,1.55685632725971,0.000550895302543105,NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn|NVS_GPCR_hAdoRA1|NVS_GPCR_hAdoRA2a|NVS_GPCR_hOpiate_D1|NVS_GPCR_rOpiate_NonSelective|NVS_TR_gDAT
trans-Hex-3-en-1-ol,928-97-2,5.54226068319755e-07,9.89215969090536e-07,5.60268015921032,9.76764720821107e-06,TOX21_PR_BLA_Agonist_viability
Clomazone,81777-89-1,0,0,0.0488789124037467,0,NVS_TR_hDAT|SH-S5Y5 neurite outgrowth
"5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin",63612-50-0,2.28341140147739e-05,5.72200080960038e-05,3.99058210136266,0.000402427064978296,NCCT_MITO_max_resp_rate_OCR_dn|NVS_GPCR_bAdoR_NonSelective
"2,3-Dimethylphenol",526-75-0,0,0,0.149726139097127,0,ACEA_AR_antagonist_AUC_viability|TOX21_RT_HEK293_FLO_08hr_viability
Terbacil,5902-51-2,0,0,0.887543958494256,0,BSK_SAg_PBMCCytotoxicity_up
4-Chloro-3-methylphenol,59-50-7,1.88436863228717e-06,0.00315812575454988,0.00596673083575719,3.32100005079177e-05,SH-S5Y5 viability
Rimonabant,168273-06-1,2.33883400830937e-05,0.000791785329510143,0.295387388619128,0.000412194712186507,TOX21_RT_HEK293_GLO_40hr_viability
2-Amino-m-cresol,2835-97-4,3.32535640991853e-07,1.69596190799196e-08,196.074946863387,5.86058832492665e-06,TOX21_RT_HEK293_GLO_40hr_viability
"4,4'-Diamino-3,3'-dimethyldiphenylmethane",838-88-0,4.43380854655804e-07,1.30993077568575e-06,3.38476553788649,7.81411776656886e-06,APR_HepG2_MitoMass_72h_up|NCCT_MITO_basal_resp_rate_OCR_dn|NVS_TR_hDAT|NUMBER_OF_SPIKES_PER_BURST_AVG|INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX
4-Chloro-2-methylaniline,95-69-2,3.32535640991853e-07,9.05380285167767e-06,0.367288360967827,5.86058832492665e-06,ACEA_ER_AUC_viability|BSK_3C_Proliferation_down
Methylhydroquinone,95-71-6,1.10845213663951e-07,7.09114505795118e-08,15.6314971359473,1.95352944164221e-06,TOX21_RXR_BLA_Agonist_viability|TOX21_SSH_3T3_GLI3_Agonist_viability|TOX21_SSH_3T3_GLI3_Antagonist_viability
"2-Methyl-1,3-benzenediol",608-25-3,2.21690427327902e-07,5.68588106123593e-06,0.389896350170423,3.90705888328443e-06,BSK_SAg_PBMCCytotoxicity_down|BSK_SAg_Proliferation_down
Tiliquinol,5541-67-3,0,0,2.13586263652171,0,TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability|TOX21_CAR_Agonist_viabillity|TOX21_CAR_Antagonist_viability|TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PR_BLA_Antagonist_viability|TOX21_RORg_LUC_CHO_Antagonist_viability|TOX21_VDR_BLA_Agonist_viability
2-Methyl-4-nitroaniline,99-52-5,0,0,16.1935867262736,0,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability|TOX21_CAR_Antagonist_viability|TOX21_SSH_3T3_GLI3_Antagonist_viability
"3,3'-Dimethylbenzidine",119-93-7,0.000309812372190743,0.00214971366844319,1.44117971029652,0.00546011478938999,ACEA_AR_antagonist_AUC_viability|BSK_SAg_Proliferation_down
Isophorone,78-59-1,2.43859470060692e-06,0.00931832748528296,0.00261698754895485,4.29776477161287e-05,TOX21_RT_HEPG2_FLO_32hr_ctrl_viability
"3,5-Dimethylpyridine",591-22-0,4.17886455513095e-05,0.000462485256652406,0.903567085657759,0.000736480599499115,ACEA_ER_AUC_viability
4-Methylcatechol,452-86-8,1.10845213663951e-07,5.58868654068693e-08,19.8338577153992,1.95352944164221e-06,TOX21_SSH_3T3_GLI3_Agonist_viability
"3,4-Dinitrotoluene",610-39-9,2.66028512793482e-05,0.000204081907455247,1.30353795743417,0.000468847065994132,NVS_ENZ_rMAOAC
Diiodomethyl 4-methylphenyl sulfone,20018-09-1,8.20254581113237e-06,0.000186667978173705,0.439419009697498,0.000144561178681524,NVS_GPCR_hDRD1|NVS_TR_rVMAT2
"3,4-Diaminotoluene",496-72-0,1.44098777763136e-06,1.37250985854736e-05,1.04989247884637,2.53958827413488e-05,INTER_BURST_INTERVAL_AVG_(SEC)|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|SYNCHRONY_INDEX
C.I. Solvent Orange 7,3118-97-6,1.91762219638635e-05,0.000116299414175592,1.64886660004244,0.000337960593404103,BSK_SAg_Proliferation_down|TOX21_CASP3_CHO_viability|TOX21_PXR_viability
1-Phenyl-3-methyl-5-pyrazolone,89-25-8,6.65071281983706e-07,9.76601195042899e-07,6.8100600875723,1.17211766498533e-05,TOX21_MMP_rhodamine
"2,2-Dichloro-1-(3-methyl-2,3-dihydro-4H-1,4-benzoxazin-4-yl)ethanone",98730-04-2,0,0,3.14127675233068,0,ACEA_AR_agonist_AUC_viability|ACEA_ER_AUC_viability|BSK_3C_Proliferation_down|BSK_3C_Vis_down|BSK_CASM3C_Proliferation_down|BSK_CASM3C_SRB_down|BSK_SAg_SRB_down|BSK_hDFCGF_Proliferation_down|BSK_hDFCGF_SRB_down|TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability|TOX21_Aromatase_Inhibition_viability|TOX21_CASP3_CHO_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_SSH_3T3_GLI3_Antagonist_viability
Flopropione,2295-58-1,0,0,2.01549724460801,0,TOX21_MMP_ratio_down
Iopanoic acid,96-83-3,2.21690427327902e-05,0.000707883710049544,0.313173511666748,0.000390705888328443,ACEA_AR_agonist_AUC_viability
2-Ethylphenol,90-00-6,0,0,2.90693303691364,0,TOX21_RT_HEK293_FLO_40hr_viability
"2,2'-Methylenebis(ethyl-6-tert-butylphenol)",88-24-4,0.00566086506181798,0.145216556862728,0.389822289146351,0.0997667485846679,TOX21_MMP_rhodamine
Enefexine,67765-04-2,6.65071281983706e-07,2.17829285677983e-06,3.05317661908364,1.17211766498533e-05,TOX21_PR_BLA_Agonist_viability
Imazethapyr,81335-77-5,2.21690427327902e-07,0.000179134022814886,0.0123756740257541,3.90705888328443e-06,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|AREA_UNDER_CROSS_CORRELATION
Pyrimethamine,58-14-0,0,0,0.404722447982603,0,NVS_GPCR_hAdra2A|NVS_GPCR_hDRD1|NVS_GPCR_rAdra1A|NVS_GPCR_rAdra1B|NVS_GPCR_rAdra1_NonSelective|NVS_GPCR_rAdra2_NonSelective|NVS_GPCR_rmAdra2B|NVS_IC_rCaBTZCHL|NVS_IC_rNaCh_site2|NVS_TR_gDAT|NVS_TR_hDAT|NVS_TR_hNET|NVS_GPCR_g5HT4|NVS_GPCR_h5HT2A|NVS_GPCR_h5HT7|NVS_GPCR_p5HT2C
Valproic acid,99-66-1,2.21690427327902e-07,2.88150810818925e-08,76.935555620287,3.90705888328443e-06,%SiNS|NSDsd|#SiNS
6-Propyl-2-thiouracil,51-52-5,1.88436863228717e-06,0.00187845672170582,0.0100314721681529,3.32100005079177e-05,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|AREA_UNDER_CROSS_CORRELATION
MEHP,4376-20-9,1.95087576048554e-05,0.000312749657637317,0.623781901225256,0.00034382118172903,NCCT_MITO_basal_resp_rate_OCR_dn
gamma-Decanolactone,706-14-9,2.21690427327902e-07,2.20030596144192e-06,1.00754363807942,3.90705888328443e-06,ACEA_AR_antagonist_AUC_viability
5-Heptyldihydro-2(3H)-furanone,104-67-6,5.54226068319755e-07,2.42228286282225e-06,2.28803199174689,9.76764720821107e-06,NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|NUMBER_OF_BURSTS|BURST_PERCENTAGE_AVG_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|AREA_UNDER_CROSS_CORRELATION
Carmofur,61422-45-5,1.10845213663951e-07,4.56825315147126e-07,2.42642449944465,1.95352944164221e-06,TOX21_ERb_BLA_Agonist_viability
N-Butylbenzenesulfonamide,3622-84-2,0.00736233909155963,0.0743989082671046,0.989576226727358,0.129753425513876,TOX21_RT_HEK293_GLO_08hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
2-Butoxyethanol,111-76-2,0.00111510284945935,0.129529221309624,0.0860889024256411,0.0196525061829207,SH-S5Y5 neurite outgrowth
"3,6,9,12-Tetraoxahexadecan-1-ol",1559-34-8,1.10845213663951e-06,2.26473949880332e-06,4.89439132944523,1.95352944164221e-05,TOX21_PR_BLA_Antagonist_viability
Dibutyl butylphosphonate,78-46-6,0.000511550661059134,0.000362138783525178,14.1258181761018,0.00901553837317882,TOX21_RT_HEPG2_GLO_00hr_ctrl_viability
Tributyl phosphate,126-73-8,0.00624058552928044,0.0299167823000294,2.08598152926169,0.109983707564457,NCCT_MITO_basal_resp_rate_OCR_dn|NCCT_MITO_max_resp_rate_OCR_dn|NUMBER_OF_SPIKES|MEAN_FIRING_RATE_HZ|INTER_BURST_INTERVAL_AVG_(SEC)|AREA_UNDER_CROSS_CORRELATION|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION
Propylparaben,94-13-3,0,0,0.713099042501998,0,NVS_GPCR_hAdoRA1|NVS_TR_hDAT
Oxibendazole,20559-55-1,0,0,0.0878313412227301,0,TOX21_PGC_ERR_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_SSH_3T3_GLI3_Antagonist_viability
Albendazole oxide,54029-12-8,1.10845213663951e-07,4.8915834430569e-07,2.26603951367291,1.95352944164221e-06,TOX21_RT_HEK293_GLO_40hr_viability
4-(Diethylamino)salicylaldehyde,17754-90-4,0,0,5.33250859943809,0,TOX21_RXR_BLA_Agonist_viability
4-(Diethylamino)benzaldehyde,120-21-8,0,0,1.88355662383692,0,NVS_TR_rSERT
"N,N-Diethyl-p-phenylenediamine",93-05-0,1.10845213663951e-07,3.0321383285263e-07,3.65567799533159,1.95352944164221e-06,TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability|TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_CAR_Antagonist_viability|TOX21_CASP3_CHO_viability|TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_H2AX_HTRF_CHO_viability|TOX21_MMP_viability|TOX21_PR_BLA_Antagonist_viability|TOX21_RT_HEK293_GLO_08hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RXR_BLA_Agonist_viability|TOX21_SBE_BLA_Antagonist_viability|TOX21_SSH_3T3_GLI3_Agonist_viability|TOX21_VDR_BLA_Agonist_viability
"N-Ethyl-N-(3-methylphenyl)ethane-1,2-diamine",19248-13-6,3.43620162358248e-06,1.56613918400925e-06,21.9405890527939,6.05594126909087e-05,TOX21_RT_HEPG2_FLO_24hr_viability
Cyanazine,21725-46-2,2.32774948694297e-06,1.4247367370057e-05,1.63381025173471,4.10241182744865e-05,NVS_GPCR_bAdoR_NonSelective|NVS_GPCR_hAdoRA1
