Compound,CAS,Frequency_Factor
Propyl acetate,109-60-4,0.000304352236988942
"1,3-Propanedithiol",109-80-8,0.0617098133654425
Methylene iodide,11/6/1975,0.296750829896389
"Naphthalene, 1-bromo-",11/9/1990,0.516171153073524
Tetrahydrothiophene,110-01-0,0.271309465424228
5-Methyl-2-hexanone,110-12-3,0.000590551181102362
2-Heptanone,110-43-0,0.0113431037944188
Pentan-1-amine,110-58-7,0.23537100341846
Diethyl disulphide,110-81-6,0.0143899473044183
Cyclohexane,110-82-7,0.0130705606045134
1-Hexanol,111-27-3,0.376944837340877
Butyl vinyl ether,111-34-2,0.00835405271009448
Propyl sulfide,111-47-7,0.000499700179892065
2-Butoxyethanol,111-76-2,0.0475330926594465
1-Octanol,111-87-5,0.00209413641802952
"Pentanal, 4-methyl-",1119-16-0,9.92063492063492e-05
Nonanoic acid,112-05-0,0.00786936848317923
Nonanamide,1120-07-6,0.0124012401240124
"Thiophene, 2,3-dihydro-",1120-59-8,0.000600901352028042
Tetraconazole,112281-77-3,0.00251256281407035
1-Methylcyclohexanecarboxylic acid,1123-25-7,0.00440088017603521
Metyridine,114-91-0,0.000300932891965092
2-Methyl-3-buten-2-ol,115-18-4,0.00278912242255205
"2,2,2-Trichloroethanol",115-20-8,0.177244426591685
Chlorendic anhydride,115-27-5,0.00491228070175439
Tris(2-chloroethyl) phosphate,115-96-8,0.0855409504550051
"1,2,3,4-Tetrabromo-5-phenylbenzene",115245-09-5,0.128184633829553
Dichloralurea,116-52-9,0.473440643863179
"1,1,3,3,5-Pentamethyl-4,6-dinitro-2,3-dihydro-1H-indene",116-66-5,0.490112292556892
"9,10-Anthracenedione, 1-amino-4-hydroxy-",116-85-8,0.121190716448032
N(1)-Ethylchlorpropamide,117048-15-4,0.000194042883477248
"3,3'-Dimethoxybenzidine",119-90-4,0.0162097258355013
"3,3'-Dimethylbenzidine",119-93-7,0.305973181633482
"1,4-Butanedithiol",1191-08-8,0.0291704649042844
"1,6-Hexane dithiol",1191-43-1,0.000499750124937531
1-Pyrrolidinecarbonyl chloride,1192-63-8,0.000100270730973629
"Benzaldehyde, 2,5-dihydroxy-",1194-98-5,0.00224581461821152
"1,3,5-Hexatriene",12/3/2235,0.0156882591093117
2-Methyl-3-hexanone,12/6/7379,0.0294911526542037
Triethylamine,121-44-8,0.000101142914938809
2-Phenoxyethanol,122-99-6,0.771659032065326
Tralopyril,122454-29-9,0.159352194341697
2-Methylpentanal,123-15-9,0.0481481481481482
4-Heptanone,123-19-3,0.56886104549656
"2,5-Dimethylpyrazine",123-32-0,0.0459269523903791
5-isopropylthiophene-3-carboxylic acid,123418-51-9,0.0869002588094764
"1,1'-sulfonylbis(4-methyl-3-nitrobenzene)",1235-89-8,9.87751876728566e-05
Aldrin parent,124-96-9,0.262214657589107
Tributyl phosphate,126-73-8,0.967987957852484
"Propane, 2,2-diethoxy-",126-84-1,9.85901607019619e-05
Chloroprene,126-99-8,0.000200742748168222
"3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene",128-10-9,0.105756495160469
"2,6-Di-tert-butylphenol",128-39-2,0.403169886082219
Maleic acid N-ethylimide,128-53-0,0.000198688654877806
"1,4-Diaminoanthraquinone",128-95-0,0.417872939284278
Pyraflufen-ethyl,129630-19-9,0.00250225202682414
Cloxyquin,130-16-5,0.00111550552682284
Clioquinol,130-26-7,0.0323264976260228
"2,2'-Dichlorobiphenyl",13029-08-8,0.385162601626016
"Sucrose, 6-laurate",13039-40-2,0.109668397922493
"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline",13080-86-9,0.310386473429952
Dimethyl phthalate,131-11-3,0.883633485058381
Diallyl phthalate,131-17-9,0.261650152065143
2-Methoxy-2H-perfluoropropane,13171-18-1,0.0020114653525093
"1,6-Dimethoxyhexane",13179-98-1,0.000403673428196589
Perfluoro-2-methyl-3-oxahexanoic acid,13252-13-6,0.467078606158833
Toluene-2-sulphonyl chloride,133-59-5,0.179746076177147
"1H-Benzotriazole, 1-methyl-",13351-73-0,0.0635411471321696
2-Butanone peroxide,1338-23-4,0.90213823968175
Epoxiconazole,133855-98-8,0.0065862802715574
"2,3-Dihydro-1-benzofuran-7-amine",13414-56-7,0.0474572884404036
2-Naphthalenol,135-19-3,0.658447488584475
"1,2-Diphenyl tetrachloroethane",13700-81-7,0.186243813756186
"Ethanimidothioic acid, N-hydroxy-, methyl ester",13749-94-5,0.000304568527918782
1-Piperidinecarbonyl chloride,13939-69-0,0.000899640143942423
Cyclopentanepropanoic acid,140-77-2,0.00297944185122654
"Methyl 4-{[(2,5-dihydroxyphenyl)methyl]amino}benzoate",140674-76-6,0.00730657591832649
Ethyl acetate,141-78-6,0.00436421344971236
1-Methylthio-2-propanone,14109-72-9,0.00140576363088664
Tetrahydropyran,142-68-7,0.00179928028788485
"1,4-Bis(N-isopropylamino)anthraquinone",14233-37-5,0.0303030303030303
Cgp 47645,143030-47-1,0.000396000396000396
"1-tert-Butyl-3,4,5-trimethyl-2,6-dinitrobenzene",145-39-1,0.287571242875712
3-Methylpyrazole,1453-58-3,0.0476047604760476
"Methyl 3-amino-5,6-dichloropyrazine-2-carboxylate",1458-18-0,0.0449162923642303
1-Methylcyclopentanol,1462-03-9,0.0410466393688205
Diphenhydramine hydrochloride,147-24-0,0.599073234612673
"1-Propene, 3-propoxy-",1471-03-0,0.000401163373783974
BDE-19,147217-73-0,0.508956269388572
"1,2-Dibromo-3-(2-bromophenoxy)benzene",147217-74-1,0.544402689873418
"2,2',4-Tribromodiphenyl ether",147217-75-2,0.529335976214073
BDE-20,147217-76-3,0.564656922452294
"1,3-Dibromo-5-(3-bromophenoxy)benzene",147217-79-6,0.72332481823541
BDE-35,147217-80-9,0.629544546544147
BDE-37,147217-81-0,0.677020506634499
"O,O,O-Trimethyl phosphorothioate",152-18-1,0.0142586499152458
Metamfepramone,15351-09-4,0.0549896152704975
"1,3-dihydro-1-(2-hydroxy-5-(trifluoromethyl)phenyl)-5-(trifluoromethyl)-2H-Benzimidazol-2-one",153587-01-0,0.158806152592442
Methyl 1H-pyrazole-3-carboxylate,15366-34-4,0.000299431080946202
7H-Perfluoroheptanoic acid,1546-95-8,0.884999002593258
"3,3-Bis(trifluoromethyl)-3-hydroxypropionic acid",1547-36-0,0.028167612222554
"N,N-dimethyl-2H-perfluoroethanamine",1550-50-1,0.00844959717036746
"2,4,6-Tribromodiphenyl ether",155999-95-4,0.56425303361846
"2,3-Dihydro-2,2-dimethyl-7-benzofuranol",1563-38-8,0.000796812749003984
Carbofuran,1563-66-2,0.07858724089354
"2,2,3,3-Tetramethylcyclopropanecarboxylic acid",15641-58-4,0.0105273711650291
Fenpentadiol,15687-18-0,0.000101471334348047
1-Propoxy-2-propanol,1569-01-3,0.00680612551296167
"1H-Isoindole-1,3(2H)-dione, 4,5,6,7-tetrachloro-",1571-13-7,0.0143286573146293
2-Bromo-4'-chloro-2'-(2-fluorobenzoyl)acetanilide,1584-62-9,0.151143056803434
Rimonabant hydrochloride,158681-13-1,0.157309003408863
(Perfluoro-3-methylbutyl)-2-hydroxypropyl acrylate,16083-76-4,0.483643683945647
"Hydrazine, 1,2-diethyl-",1615-83-4,0.000401808136614766
2-Amino-2H-perfluoropropane,1619-92-7,0.00661039357266348
6-Mercapto-1-hexanol,1633-78-9,0.00029806259314456
5-Chloro-benzo[b]thiophene-3-carboxylic acid,16361-24-3,0.103622828784119
2-(Allylthio)pyrazine,164352-89-0,0.504621806977438
4-Amino-2-(ethylsulfanyl)pyrimidine-5-carbonitrile,16462-29-6,0.00122361578464362
"2,2,2-Trifluoroethanesulfonyl chloride",1648-99-3,0.0309993067247697
"1,2-Dichloro-1,1-difluoroethane",1649-08-7,0.00312374042724708
2-Methyl-3-butenenitrile,16529-56-9,0.00140675241157556
Benzenesulfonanilide,1678-25-7,0.00821725623810001
Rimonabant,168273-06-1,0.525077585343878
"Methane, oxybis[difluoro-",1691-17-4,0.00010183299389002
"Nitric acid, 1-methylethyl ester",1712-64-7,0.0797729309829698
Bromociclen,1715-40-8,0.100875868317729
Clomipramine hydrochloride,17321-77-6,0.594314985938128
2(2H-Perfluoro-2-propyl)acetic acid,17327-33-2,0.000300963081861958
3-Chloro-4-methoxyphenylboronic acid,175883-60-0,0.000102333196889071
"3,3,3-Trifluoro-2-(fluoromethoxy)propanoic acid",176255-04-2,0.000396000396000396
"3,3-Bis(trifluoromethyl)-2-propenoic acid",1763-28-6,0.210065425264217
"4-(1,3-benzothiazol-2-yl)-2-methylaniline",178804-04-1,0.218881118881119
7-Chlorokynurenic acid,18000-24-3,0.000198235702249975
"2-Bromo-4,6-dinitroaniline",1817-73-8,0.00220132079247549
"4-methyl-1,2,3-thiadiazole",18212-62-9,0.0333031492101821
"5,5'-Oxybis(2-benzofuran-1,3-dione)",1823-59-2,0.000699440447641887
"2,2',3,4,4'-Pentabromodiphenyl ether",182346-21-0,0.445448158185286
"3-(2,4-Dinitrophenyl)prop-2-enal",183018-46-4,0.000200742748168222
Benzene hexabromide,1837-91-8,0.215297167929797
"2,3,4,5,6,8-Hexachlorodecane",1852481-27-6,0.633179723502304
"1,4,5,6,7,7-Hexachloro-2,2-bis(chloromethyl)-3-methylidenebicyclo[2.2.1]heptane",1852481-29-8,0.351888667992048
"Butane, 1-(1-methylethoxy)-",1860-27-1,0.022866928578624
"1,3-Dibromo-2-(2,4-dibromophenoxy)benzene",189084-57-9,0.776293319939729
BDE-32,189084-60-4,0.461714855433699
"2,3',4,4'-Tetrabromodiphenyl ether",189084-61-5,0.00977263661747108
BDE-75,189084-63-7,0.845790636929877
"2,2',4,4',6-Pentabromodiphenyl ether",189084-64-8,0.0496675397944792
"1,2,3,4,5-Pentabromo-6-phenoxybenzene",189084-65-9,0.865205977382876
N-Butyl-p-toluenesulfonamide,1907-65-9,0.245756020529017
Oxadiazon,19666-30-9,0.0295124899274778
phenyl sulfamate,19792-91-7,0.000792785650579725
"2,4-Dichloro-1-(2,2-dichloro-1-phenylethenyl)benzene",198886-60-1,0.552941176470588
"3,4-Dichlorophenylurea",2/8/2327,0.0839397866613498
"2,4-Dinitroaniline",2/9/1997,9.88044659618615e-05
Diiodomethyl 4-methylphenyl sulfone,20018-09-1,0.00118506814141813
"1,2,3,4-Tetrachloronaphthalene",20020-02-4,0.153134328358209
"Sucrose, 1-myristate",200615-17-4,0.319236821400472
4:2 Fluorotelomer alcohol,2043-47-2,0.00503524672708963
"4,4'-Dibromodiphenyl ether",2050-47-7,0.768235533822331
"2,3-Dichloronaphthalene",2050-75-1,0.213780224100649
"2,2-Dimethylpentanenitrile",20654-47-1,9.95718410833416e-05
"(1,2)Dithiolo(1,5-b)(1,2)dithiole-7-s(iv), 2,5-dimethyl-",2080-35-5,0.923728813559322
"Hexanamide, 2,2-dimethyl-",20923-67-5,0.0336591756525244
Phenoxy,2122-46-5,0.0756810302129767
"Methyl, phenyl-",2154-56-5,0.000302846759539673
2-(Thiocyanomethylthio)benzothiazole,21564-17-0,0.00963735717834079
Penoxsulam,219714-96-2,0.000100796290696502
"3,5-Dichlorophenyl methyl sulfone",22821-89-2,0.00020078305391025
Methyl 3-thiophenecarboxylate,22913-26-4,0.793480441323972
1-Isobutoxypropan-2-ol,23436-19-3,0.000101010101010101
"4,4-bis(Trifluoromethyl)-4-fluoropropanoic acid",243139-62-0,0.00329604474630443
S-Ethyl propanethioate,2432-42-0,0.000502765208647562
11-Aminoundecanoic acid,2432-99-7,0.431861804222649
"2,2'-Dinitrobiphenyl",2436-96-6,0.00644138341096026
"2,2',4,5'-Tetrabromodiphenyl Ether",243982-82-3,0.853493688500149
"Pyrrolo[2,3-b]indole",247-03-0,0.628952569169961
"Pyrrolo[3,2-b]pyrrole",250-87-3,0.0534328358208955
"Pyrrolo[3,2-c]pyrazole",250-88-4,0.000497710531554848
tert-Dodecanethiol,25103-58-6,0.369554074833419
Quinazoline,253-82-7,0.011568764336292
7:3 Fluorotelomer alcohol,25600-66-2,0.83021728145528
"1,1,1,2,2,3-Hexachlorohexane",26264-54-0,0.616965807680738
"2-Pentenenitrile, (2E)-",26294-98-4,0.000303582270795386
"3H-2,3-Benzodiazepine",264-24-4,0.487270155586987
"2-(Perfluoropropoxy)-1H,1H-perfluoropropanol",26537-88-2,0.897022208943332
"Octane-1,1-diol",26762-67-4,0.17748659916617
"Naphtho(2,3-b)thiophene",268-77-9,0.939203354297694
2H-Isoindole,270-68-8,0.620796948710228
"1H-Pyrrolo[2,3-b]pyridine",271-63-6,0.00611590134349308
"Pyrazolo(1,5-a)pyridine",274-56-6,0.00647052876352239
"Pyrazolo[1,5-a]pyrimidine",274-71-5,9.96710854181202e-05
6:3 Fluorotelomer carboxylic acid,27854-30-4,0.790615539858729
1-Azabicyclo[3.3.1]nonane,280-77-3,0.00417661097852029
Heptachlor epoxide A,28044-83-9,0.418148929755803
"2-Chloro-1,1,1,2-tetrafluoroethane",2837-89-0,0.0196881870877474
"9,10-Anthracenedione, 1,4-diamino-2-methoxy-",2872-48-2,0.00591133004926109
"1,2-Oxazepine",291-79-2,0.000101430165331169
"1,4-Thiazepine",292-14-8,0.619014573213047
Isobenzan,297-78-9,0.248486652773643
"3,3-Dimethylbutyraldehyde",2987-16-8,0.00317649394480842
p-Methoxyphenyl radical,3/4/2396,0.000703659026940088
N-tert-Octylacrylamide,3/4/4223,0.0174459884369612
"2,2'-Dipyridyl disulfide",3/9/2127,9.96313639533725e-05
Perfluorohexanoic acid,307-24-4,0.000611184679637364
Perfluorooctanamidine,307-31-3,0.818145682202127
Monoisobutyl phthalate,30833-53-5,0.473001722216594
Aldrin,309-00-2,0.196657325860689
C.I. Solvent Orange 7,3118-97-6,0.357916917519567
2-Aminohexafluoropropan-2-ol,31253-34-6,0.0453467694131595
Fluensulfone,318290-98-1,0.0316636122989208
"alpha-1,2,3,4,5,6-Hexachlorocyclohexane",319-84-6,0.00401848503114326
beta-Hexachlorocyclohexane,319-85-7,0.00342845618634668
delta-Hexachlorocyclohexane,319-86-8,0.0183429513602638
(2-formylphenyl)methanesulfonyl Chloride,31910-71-1,0.000807836009290114
"1,2,5,6,9,10-Hexabromocyclododecane",3194-55-6,0.998102845731403
"1,2,5,6-Tetrabromocyclooctane",3194-57-8,0.326111510422015
"2,4-Dichloro-1-(trifluoromethyl)benzene",320-60-5,0.178416101952058
"3,5-Dichlorosalicylic acid",320-72-9,0.528861788617886
"Furan, 2-ethyl-",3208-16-0,0.000907441016333938
"1,3-Butanedione, 4,4,4-trifluoro-1-(2-thienyl)-",326-91-0,0.620918316085602
BDE-69,327185-09-1,0.829770068576039
"heptanoic acid, 2-ethyl-",3274-29-1,0.000809552722121028
"1,2-Dichloro-4-(trifluoromethyl)benzene",328-84-7,0.170471390453602
4-Trifluoromethylsalicylic acid,328-90-5,0.0387450199203187
"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8,0.151799841772152
Perfluorooctanoic acid,335-67-1,0.907797153738224
"1H,1H,7H-Dodecafluoro-1-heptanol",335-99-9,0.497777777777778
Endosulfan ether,3369-52-6,0.104339152119701
BDE-38,337513-54-9,0.623026184289426
BDE-48,337513-55-0,0.82958295829583
BDE-41,337513-68-5,0.739478754690194
BDE-57,337513-82-3,0.870691413420355
"Heptane-1,1-diol",33969-55-0,0.0225174967035196
Phthalimidoacetone,3416-57-7,0.000496425734710087
"o,p'-DDE",3424-82-6,0.558064516129032
"1,1-Dimethylpropyl hydroperoxide",3425-61-4,0.322552016566414
Miconidin,34272-58-7,0.717150553726429
"4-Methyl-2,3-dihydrofuran",34314-83-5,9.96214385335724e-05
2-(Perfluorohexyl)ethanethiol,34451-26-8,0.62572805784294
C.I. Pigment Orange 5,3468-63-1,0.58364126635374
Quinoline-3-carbonitrile,34846-64-5,0.0294059405940594
Bromochloroiodomethane,34970-00-8,0.298729028978139
"1,8-Divinylperfluorooctane",35192-44-0,0.986522360628956
"1H,1H-Perfluorohexylamine",355-34-0,0.70860794887158
"4,4'-Dibromobenzil",35578-47-3,0.486529794692038
"Pyrazolo[1,5-b]pyridazine",35731-27-2,0.00388252862120458
"Ethene, 2-chloro-1,1-difluoro-",359-10-4,0.0399284862932062
"Ethene, trifluoro-",359-11-5,0.0285150468672916
"Ethane, 1,1,2,2-tetrafluoro-",359-35-3,0.0347455949316967
"Benzene, 1,1'-(2,2,2-trifluoroethylidene)bis(4-chloro- (9CI)",361-07-9,0.34963474025974
Chlorflurazole,3615-21-2,0.00290145072536268
N-Butylbenzenesulfonamide,3622-84-2,0.873741994510522
"5,7-Dihydro-2-methylthieno[3,4-d]pyrimidine",36267-71-7,0.00239664469742361
"2,2',3,4'-Tetrachloro-1,1'-biphenyl",36559-22-5,0.385860391222322
"Trisulfide, dimethyl",3658-80-8,0.0205512808025713
"Nitrous amide, N-phenyl-",36966-84-4,0.00159776313161574
Chlordene,3734-48-3,0.289046856227473
Nonachlor,3734-49-4,0.484511921744447
2-(Dimethylamino)phenol,3743-22-4,0.0828723725233833
Perfluorobutyrylamidine,375-19-9,0.000305095087969084
6:1 Fluorotelomer alcohol,375-82-6,0.783781054332458
Perfluoroheptanoic acid,375-85-9,0.041094496999288
"3,3',4-Trichlorobiphenyl",37680-69-6,0.555868733642038
Perfluoro-3-methoxypropanoic acid,377-73-1,0.0726346288340494
Propylpropanedinitrile,38091-73-5,0.0140084050430258
5-Acetyl-4-methylthiazole,38205-55-9,0.000397772474144789
"1,1'-Biphenyl, 2,3,4,5,6-pentabromo-",38421-62-4,0.317268678871846
"3,4',5-Trichlorobiphenyl",38444-88-1,0.492271105826397
"3,4,4'-Trichlorobiphenyl",38444-90-5,0.448275862068966
"1,3,5-Tribromo-2-(2,3-dibromophenoxy)benzene",38463-82-0,0.882956469767905
Endosulfan lactone,3868-61-9,0.236617763679619
"Propane, 1-(methylthio)-",3877-15-4,0.215776796467282
"1,2-Dinitro-3-(trifluoromethyl)benzene",38886-23-6,0.000100210441928049
Ethyl protocatechuate,3943-89-3,0.759967861805765
trans-Nonachlor,39765-80-5,0.00474027256567253
Photomirex,39801-14-4,0.716145833333333
2-Phenoxy-1-propanol,4/4/4169,9.91965082829084e-05
"alpha,alpha,alpha-Trifluoro-3,5-dinitrotoluene",401-99-0,0.00111494019866207
Mono(2-ethyl-5-oxohexyl)phthalate,40321-98-0,0.024800796812749
"1H-Pyrazol-5-amine, 1-(4-chlorophenyl)-3-methyl-",40401-39-6,0.000804181745074387
"1,3-Dibromo-5-(4-bromophenoxy)benzene",407606-57-9,0.742262810755961
"2-Propanamine, 2-methyl-N-methylene-, N-oxide",41012-82-2,0.00727566693613581
7H-Perfluoroheptanoyl chloride,41405-35-0,0.879535990481856
"2,2',3,6'-Tetrachlorobiphenyl",41464-47-5,0.440003947108743
"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]",41481-66-7,0.291844620703681
N-Ethylperfluorooctanesulfonamide,4151-50-2,0.587055787174906
"1,1,1-Trifluoroethane",420-46-2,0.181099969614099
"Propane, 1,1,1-trifluoro-",421-07-8,0.00504251532529167
Trifluoromethylsulfonamide,421-85-2,0.000101142914938809
Pentafluoropropionaldehyde,422-06-0,0.00402212166918049
Pentafluoropropylamidine,422-62-8,0.000100573267625465
5:1 Fluorotelomer alcohol,423-46-1,0.59279584913191
"1H,1H-Perfluoroheptylamine",423-49-4,0.730299448384555
"1,8-Dinitropyrene",42397-65-9,0.13817306728166
Ethyl trifluoromethanesulphonate,425-75-2,0.0128781684382666
Oxyfluorfen,42874-03-3,0.0322613065326633
"Benzoic acid, 4-(1,1-dimethylethyl)-, hydrazide",43100-38-5,0.001499700059988
4-Methylcyclohexanecarboxylic acid,4331-54-8,0.0191387559808612
MEHP,4376-20-9,0.0331624962315345
Protriptyline,438-60-8,0.663736485803779
"1,3,5-Benzenetricarbonyl trichloride",4422-95-1,0.00139581256231306
BDE-22,446254-15-5,0.584637125264964
BDE-23,446254-16-6,0.531815932706581
BDE-34,446254-17-7,0.685302073940487
BDE-42,446254-18-8,0.832312481172809
BDE-43,446254-19-9,0.813724515166584
BDE-44,446254-20-2,0.841408365934397
BDE-45,446254-21-3,0.771805273833671
BDE-46,446254-22-4,0.738831957019202
BDE-50,446254-23-5,0.813837232553489
BDE-53,446254-25-7,0.843718793688836
"1,2,3-Tribromo-4-(3-bromophenoxy)benzene",446254-27-9,0.817592217267937
BDE-58,446254-29-1,0.86859462201928
BDE-59,446254-30-4,0.816622037092135
BDE-60,446254-31-5,0.839813689752937
BDE-61,446254-32-6,0.786682735763784
BDE-62,446254-33-7,0.754031849071914
BDE-63,446254-34-8,0.864563254539921
BDE-64,446254-35-9,0.806668675303806
BDE-65,446254-36-0,0.808232831655537
BDE-67,446254-37-1,0.860064153969527
"2,4-Dibromo-1-(3,5-dibromophenoxy)benzene",446254-38-2,0.880902465808126
BDE-73,446254-41-7,0.864230029361142
BDE-74,446254-42-8,0.860672134426885
BDE-76,446254-43-9,0.844123752100425
BDE-78,446254-45-1,0.860677730299116
BDE-86,446254-53-1,0.909440064685668
BDE-88,446254-55-3,0.910958904109589
BDE-89,446254-56-4,0.913236929922136
"1,2,5-Tribromo-3-(2,4-dibromophenoxy)benzene",446254-57-5,0.929879275653924
BDE-91,446254-58-6,0.924178685897436
"1,2,4,5-Tetrabromo-3-(2-bromophenoxy)benzene",446254-60-0,0.874444444444445
BDE-102,446254-66-6,0.919117647058824
BDE-104,446254-68-8,0.916178950500942
BDE-106,446254-69-9,0.927015359903624
BDE-109,446254-72-4,0.920567804288735
BDE-114,446254-77-9,0.928592919466453
BDE-115,446254-78-0,0.917495433326568
BDE-117,446254-79-1,0.92756236850015
2-(Trifluoromethoxy)chlorobenzene,450-96-4,0.769100339118293
N-Vinylpyrrolidine,4540-16-3,0.000299760191846523
Diethoxymethane,462-95-3,0.239200321478803
Isodrin,465-73-6,0.426818406729342
"Benzenesulfonamide, N,N-dichloro-4-methyl-",473-34-7,0.20782861147262
"Propene, 2-nitro-",4749-28-4,0.00101926409132606
Naphthazarin,475-38-7,0.0218005651998385
Funiculosin (anthraquinone),476-56-2,0.816417306914678
Isalpinin,480-14-8,0.0021901443504231
1H-Indole-3-carboxaldehyde,487-89-8,0.00691085003455425
"Ethanone, 1-(2,5-dihydroxyphenyl)-",490-78-8,0.115128638124565
1H-2-Benzopyran-1-one,491-31-6,0.355471847739889
1-(phenylsulfonyl)pyrrolidine,5033-22-7,0.0123727798842546
1-(2-Chloroethyl)pyrrolidine,5050-41-9,0.466767371601209
Perfluorohexane sulfonamido amine,50598-28-2,0.04668060117448
"But-1-ene-1,2-diol",50973-42-7,0.00335471139615195
"3,5-Dichlorobenzoic acid",51-36-5,0.000492707922743398
cis-Chlordane,5103-71-9,0.359321349222379
trans-Chlordane,5103-74-2,0.500351229302559
1-Butoxy-2-propanol,5131-66-8,0.0209910182662226
Florantyrone,519-95-9,0.00152176118494471
"7,8-Dibromo-1,2,3,4,11,11-hexachloro-1,4,4a,5,6,7,8,9,10,10a-decahydro-1,4-methanobenzocyclooctene",51936-55-1,0.714441470908911
Bronopol,52-51-7,0.00129753468410021
C.I. Disperse Orange 30,5261-31-4,0.0908825248392753
Cyclohexaneacetic acid,5292-21-7,0.000989511181476351
3-(4-chlorophenyl)butanoic acid,5292-23-9,0.0031074578989575
PUBCHEM_13693071,52932-95-3,0.000100260677762182
Estrone,53-16-7,9.93739441518434e-05
"1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane",53-19-0,0.349473257698541
tert-Butyl acetate,540-88-5,0.0192192790280821
N-Ethylvaleramide,54007-33-9,0.0180026149049583
"Thiazole, 2,4-dimethyl-",541-58-2,0.000202798620969377
Butanedioyl dichloride,543-20-4,0.000302846759539673
3-(Trifluoromethyl)-o-toluidine,54396-44-0,0.889068335520339
3-Hexen-1-ol,544-12-7,0.0127021931130297
2-Bromo-2-nitropropane,5447-97-2,0.000591540964211772
"1,2,3-Trichlorodibenzo-p-dioxin",54536-17-3,0.449940405244339
"5,5-Diethylhydantoin",5455-34-5,0.00802059609862363
1-Methoxyindole,54698-11-2,0.80482046237088
"Propanoic acid, 2-methyl-, methyl ester",547-63-7,0.00030324471848782
Thymol iodide,552-22-7,0.920742663206229
C.I. Disperse Orange 61,55281-26-0,0.900679456434852
2-Acetoxybenzoyl chloride,5538-51-2,0.000400721298337007
"Phosphine, triethyl-",554-70-1,0.0436607053651713
"Benzaldehyde, 4-amino-",556-18-3,0.0103833865814696
"2,2,4,5,6,7,8,8-Octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",5566-34-7,0.228800802809834
"3-(2,2-Dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid",55701-05-8,0.0556495769039323
"Cyclopentane, methoxy-",5614-37-9,0.131814483319772
"Hydroxylamine, O-butyl-",5622-77-5,0.0025206694898165
"2,4-Dimethylpentan-3-one",565-80-0,0.751481667503767
