Name,CAS,Conc,Effecti,AC10µM,pi,Endpoint(s)
Benzyldodecyldimethylammonium bromide,4/1/7281,4.25500407266609e-09,5.49564365340645e-12,7742.50359196534,2.99110979356048e-09,Baseline
Domiphen bromide,538-71-6,0,0,4042.99238763893,0,TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_PR_BLA_Agonist_viability|TOX21_PXR_viability|TOX21_RT_HEK293_FLO_24hr_viability|TOX21_RT_HEK293_FLO_32hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RT_HEPG2_GLO_24hr_ctrl_viability|TOX21_TR_LUC_GH3_Antagonist_viability|TOX21_VDR_BLA_antagonist_viability
1-Dodecyl-3-methylimidazolium bromide,61546-00-7,0,0,377617.010911911,0,Baseline
1-Hexyl-3-methylimidazolium bromide,85100-78-3,0,0,2029346659.3796,0,TOX21_AR_BLA_Antagonist_viability|TOX21_CAR_Agonist_viabillity|TOX21_CAR_Antagonist_viability|TOX21_PXR_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
"1-Butyl-2,3-dimethylimidazolium bromide",475575-45-2,1.13608608740185e-06,5.99959497045796e-17,189360463997.31,7.98626314880649e-07,Baseline
1-Ethyl-3-methylmidazolium bromide,65039-08-9,4.63369943513337e-05,6.03817313192396e-17,7674008899537.68,3.25731856518736e-05,Baseline
Aragonite,14791-73-2,6.90587160993707e-06,2.75605930935669e-12,25057050.0659836,4.85457119494866e-06,Baseline
Fosfomycin calcium,26016-98-8,1.18714613627384e-06,9.75241429811145e-16,12172843564.5287,8.34519632403374e-07,Baseline
"C.I. Pigment Red 52, calcium salt (1:1)",17852-99-2,0.00012424611892185,8.86866857582641e-06,140.09557112159,8.73404059719661e-05,Baseline
"C.I. Pigment Red 48, calcium salt (1:1)",7023-61-2,1.91900683677241e-06,1.26722397464083e-07,151.433911855741,1.34899051689578e-06,Baseline
Prohexadione-calcium,127277-53-6,3.04658291602892e-06,2.62780249114719e-10,115936.525910626,2.1416346121893e-06,Baseline
Glycerol phosphate calcium salt,58409-70-4,1.45095638877914e-06,3.53441699536051e-16,41052212873.6862,1.01996843960412e-06,Baseline
"Methylene, phenyl-",8/4/3101,3.44655329885953e-07,1.39302146884784e-08,247.415662711226,2.42279893278399e-07,Baseline
3-Hydroxybenzyl,155174-22-4,1.40415134397981e-07,2.01793957111755e-09,695.834188534289,9.87066231874959e-08,Baseline
4-Methylbenzyl radical,2348-52-9,5.53150529446592e-08,4.54146148727981e-09,121.800114565743,3.88844273162863e-08,Baseline
4-Hydroxybenzyl,88170-17-6,1.91475183269974e-07,2.75173577879666e-09,695.834188534289,1.34599940710222e-07,Baseline
3-Methylbenzyl radical,2348-47-2,2.97850285086626e-08,2.44540233930451e-09,121.800114565743,2.09377685549234e-08,Baseline
"Methyl, phenyl-",2154-56-5,3.27635313595289e-07,1.32423028520103e-08,247.415662711226,2.30315454104157e-07,Baseline
2-Methylbenzyl radical,2348-48-3,3.40400325813287e-08,2.79474553063373e-09,121.800114565743,2.39288783484839e-08,Baseline
2-OH-benzyl,155174-21-3,2.80830268795962e-07,4.0358791422351e-09,695.834188534289,1.97413246374992e-07,Baseline
"Ethyl, 2-phenyl-",17203-53-1,2.97850285086626e-08,2.66790534395411e-09,111.641998754417,2.09377685549234e-08,Baseline
1-Hexyl radical,2679-29-0,0,0,67.4296070840776,0,Baseline
Chlorisondamine chloride,69-27-2,2.12750203633305e-08,1.29424872596583e-13,1643812.34738741,1.49555489678024e-08,Baseline
"N,N,N,N',N',N'-Hexamethylhexane-1,6-diaminium dichloride",60-25-3,2.12750203633305e-08,6.91018708211306e-31,3.07879079256777e+23,1.49555489678024e-08,Baseline
Succinylcholine chloride,71-27-2,1.0041809611492e-06,3.0577499201629e-36,3.28405195770785e+30,7.05901911280274e-07,Baseline
Cyclohexylamine hydrochloride,4998-76-9,5.10600488719931e-08,3.3617127042612e-11,15188.7009283307,3.58933175227258e-08,Baseline
1-Benzylquinolinium chloride,15619-48-4,4.25500407266609e-09,1.6981264999117e-15,25057050.0659836,2.99110979356048e-09,NVS_GPCR_gMPeripheral_NonSelective|NVS_GPCR_gOpiateK|NVS_GPCR_hM2|NVS_GPCR_hM4|NVS_GPCR_hM5|NVS_GPCR_rAdra1A|NVS_GPCR_rmAdra2B|NVS_IC_rNaCh_site2|NVS_TR_gDAT|NVS_TR_hDAT
Tetramethylammonium chloride,75-57-0,4.6805044799327e-08,8.11774385286542e-20,5765770101603.49,3.29022077291653e-08,Baseline
Betaine hydrochloride,590-46-5,5.10600488719931e-08,4.31099573301785e-20,11844142753592.9,3.58933175227258e-08,Baseline
(3-Chloro-2-hydroxypropyl)trimethylammonium chloride,3327-22-8,1.70200162906644e-08,4.06024291160532e-21,41918714375478.3,1.19644391742419e-08,Baseline
Benzyltrimethylammonium chloride,56-93-9,2.55300244359966e-08,1.13308715424735e-16,2253138634.59645,1.79466587613629e-08,Baseline
Glycidyl trimethylammonium chloride,3033-77-0,4.85070464283934e-07,7.0488569057571e-18,688154789874.876,3.40986516465895e-07,Baseline
Chlormequat chloride,999-81-5,0,0,856740768427597,0,Baseline
Choline chloride,67-48-1,1.23395118107317e-07,3.27257942776661e-21,377057672184685,8.6742184013254e-08,Baseline
2-(Dimethylamino)ethyl acrylate methochloride,44992-01-0,1.08077103445719e-06,5.03300984861319e-20,214736522869111,7.59741887564362e-07,Baseline
Diallyldimethylammonium chloride,7398-69-8,1.27650122179983e-08,5.27455959031451e-18,24201095843.9795,8.97332938068145e-09,Baseline
N-(Chloromethylidene)-N-methylmethanaminium chloride,3724-43-4,8.93550855259879e-08,2.88319102294048e-20,30991732706928.8,6.28133056647701e-08,Baseline
"1,1-Dimethylpiperidinium chloride",24307-26-4,9.3610089598654e-08,3.06262990911407e-17,30565263311.7962,6.58044154583306e-08,NVS_LGIC_rNNR_BungSens
Pralidoxime chloride,51-15-0,8.08450773806557e-08,3.03534704598521e-19,2663454167047.81,5.68310860776492e-08,Baseline
Cyperquat chloride,39794-99-5,7.82920749370561e-06,4.51369238559069e-13,173454609.328257,5.50364202015129e-06,Baseline
1-Allyl-3-methylimidazolium chloride,65039-10-3,5.10600488719931e-08,3.80205009111647e-19,1342960972326.36,3.58933175227258e-08,Baseline
1-Benzyl-3-methylimidazolium chloride,36443-80-8,1.27650122179983e-08,1.25623215704815e-18,101613480807.505,8.97332938068145e-09,TOX21_RT_HEK293_GLO_40hr_viability
1-(2-Hydroxyethyl)-3-methylimidazolium chloride,61755-34-8,2.12750203633305e-08,6.36723308571802e-21,33413289692584.4,1.49555489678024e-08,Baseline
"N,N,N-Trimethyl-3-[(2-methylacryloyl)amino]propan-1-aminium chloride",51410-72-1,5.95700570173253e-08,1.23759460332254e-21,481337401257236,4.18755371098467e-08,Baseline
(2-(Methacryloyloxy)ethyl)trimethylammonium chloride,5039-78-1,4.25500407266609e-09,2.25440380600292e-20,1887418776235.24,2.99110979356048e-09,Baseline
Acetylcholine chloride,60-31-1,4.25500407266609e-09,2.14294332622011e-23,1985588709045040,2.99110979356048e-09,Baseline
Pranolium chloride,42879-47-0,1.27650122179983e-08,4.82879489268095e-16,264351924.272997,8.97332938068145e-09,Baseline
Methacholine chloride,62-51-1,8.51000814533218e-09,4.98065310042595e-21,17086129015097.3,5.98221958712096e-09,Baseline
Bethanechol chloride,590-63-6,3.82950366539948e-08,1.25731563049293e-22,3045777506081040,2.69199881420443e-08,TOX21_RT_HEPG2_FLO_08hr_viability|TOX21_RT_HEPG2_FLO_16hr_ctrl_viability
Edrophonium chloride,116-38-1,5.95700570173253e-08,4.57840413362531e-18,130110962856.737,4.18755371098467e-08,Baseline
"N,N-Diethyl-N-methylethanaminium chloride",10052-47-8,2.12750203633305e-08,1.93931192063611e-19,1097039632301.76,1.49555489678024e-08,Baseline
Tetraethylammonium chloride,56-34-8,3.82950366539948e-08,7.72805088833676e-19,495532925537.408,2.69199881420443e-08,Baseline
Benzyltriethylammonium chloride,56-37-1,6.33995606827248e-07,9.09825368041597e-16,6968321934.04242,4.45675359240512e-07,Baseline
1-Methyl-1-propylpyrrolidinium chloride,528818-82-8,3.14870301377291e-07,2.00734236188194e-17,156859291846.007,2.21342124723476e-07,Baseline
"N,N-Dibutyl-N-methylbutan-1-aminium chloride",56375-79-2,4.25500407266609e-09,3.87696715209251e-16,109750841.463012,2.99110979356048e-09,Baseline
1-Butyl-1-methylpyrrolidinium chloride,479500-35-1,1.27650122179983e-08,4.69472857176722e-18,27190096345.0017,8.97332938068145e-09,Baseline
1-Butyl-4-methylpyridinium chloride,112400-86-9,3.9146037468528e-07,3.40551778158403e-17,114948856471.158,2.75182101007564e-07,Baseline
1-Butyl-3-methylpyridinium chloride,125652-55-3,1.87815879767481e-05,1.63390820520782e-15,114948856471.158,1.3202758628776e-05,Baseline
N-Butylpyridinium chloride,1124-64-7,1.27650122179983e-08,2.7495906919767e-19,464251361311.579,8.97332938068145e-09,Baseline
1-Butyl-2-methylpyridinium chloride,112400-85-8,3.65930350249284e-07,3.18341879582855e-17,114948856471.158,2.57235442246201e-07,Baseline
Benzyldimethyloctylammonium chloride,959-55-7,4.09756892197745e-06,4.48182795065714e-11,914262.878247401,2.88043873119874e-06,Baseline
Dodecyltrimethylammonium chloride,112-00-5,0,0,103339.799196772,0,NVS_ENZ_rMAOBC|NVS_GPCR_gMPeripheral_NonSelective|NVS_GPCR_hDRD1|NVS_GPCR_hDRD2s|NVS_GPCR_hM1|NVS_GPCR_hM2|NVS_GPCR_hM3|NVS_GPCR_hM4|NVS_GPCR_hM5|NVS_IC_hKhERGCh|NVS_IC_rCaBTZCHL|NVS_IC_rNaCh_site2|NVS_TR_hNET|NVS_TR_rSERT
Benzyldimethyldodecylammonium chloride,139-07-1,0,0,7742.50359196534,0,ATG_XTT_Cytotoxicity_up|TOX21_ARE_BLA_agonist_viability|TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability|TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_ESRE_BLA_viability|TOX21_HSE_BLA_agonist_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PPARd_BLA_antagonist_viability|TOX21_PPARg_BLA_antagonist_viability|TOX21_PR_BLA_Agonist_viability|TOX21_RT_HEK293_FLO_32hr_viability|TOX21_RT_HEK293_FLO_40hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RT_HEPG2_FLO_40hr_ctrl_viability|TOX21_RT_HEPG2_GLO_16hr_ctrl_viability|TOX21_RT_HEPG2_GLO_32hr_ctrl_viability|TOX21_RT_HEPG2_GLO_40hr_viability|TOX21_VDR_BLA_antagonist_viability
"Myristyltrimethylammonium chlorideN,N,N-Trimethyltetradecan-1-aminium chloride",4/3/4574,0,0,3877.91956443877,0,Baseline
1-Hexyl-3-methylimidazolium chloride,171058-17-6,0,0,2029346659.3796,0,Baseline
1-Butyl-3-methylimidazolium chloride,79917-90-1,4.25500407266609e-09,5.06787920669906e-20,839602504148.392,2.99110979356048e-09,Baseline
"1-Butyl-2,3-dimethylimidazolium chloride",98892-75-2,1.19991114849184e-06,6.3366508676747e-17,189360463997.31,8.43492961784056e-07,Baseline
1-Ethyl-3-methylimidazolium chloride,65039-09-0,2.12750203633305e-08,2.77234762714599e-20,7674008899537.68,1.49555489678024e-08,Baseline
Chloroallyl methenamine chloride,51229-78-8,1.15480810532158e-05,6.7368645734401e-09,17141.6256439884,8.11787197972315e-06,Baseline
Methylene blue,61-73-4,8.51000814533218e-09,4.61378459242686e-12,18444.7452516545,5.98221958712096e-09,TOX21_MMP_rhodamine
Carpronium chloride,13254-33-6,1.17438112405584e-06,3.02210092651447e-19,38859758578953.6,8.25546303022693e-07,Baseline
Tetramethylolphosphonium chloride,124-64-1,2.55300244359966e-06,9.13465606364245e-21,2794853386720340,1.79466587613629e-06,Baseline
Iron(III) citrate,3522-50-7,1.90624182455441e-06,7.92503825223494e-14,240534084.995341,1.3400171875151e-06,Baseline
Gadoteridol,120066-54-8,7.23350692353236e-08,7.89105424388112e-15,91667180.3281717,5.08488664905282e-08,Baseline
4-O-alpha-D-Glucopyranosyl-D-glucitol,585-88-6,6.67184638594043e-06,3.75971273719463e-21,17745628063379000,4.69006015630284e-06,Baseline
Tylosin,1401-69-0,0,0,2282.77960554577,0,Baseline
Colchicine,64-86-8,1.59562652724978e-06,3.33452608368114e-09,4785.16732875066,1.12166617258518e-06,CCTE_Mundy_HCI_Cortical_NOG_BPCount_loss|CCTE_Mundy_HCI_Cortical_NOG_NeuriteCount_loss|CCTE_Mundy_HCI_Cortical_NOG_NeuriteLength_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_BPCount_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_CellBodySpotCount_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuriteLength_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuriteSpotCountPerNeuron_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_NeuronCount_loss|CCTE_Mundy_HCI_Cortical_Synap&Neur_Matur_SynapseCount_loss|CCTE_Mundy_HCI_hN2_NOG_NeuriteCount_loss|CCTE_Mundy_HCI_hN2_NOG_NeuronCount_loss|CCTE_Mundy_HCI_hNP1_Casp3_7_gain|MFR|BR|ISI|%SiB|BD|IBI|#AE|#ABE|#NS|NSP|NSD|%SiNS|NS-ISI|NSDsd|#SiNS|r|MI|CNS neurite outgrowth|SH-S5Y5 neurite outgrowth
Neomycin B,119-04-0,2.75724263908763e-06,1.16044736615624e-24,23760169737128800000,1.93823914622719e-06,Baseline
alpha-Lactose,14641-93-1,5.98253572616852e-06,1.21956406742351e-15,49054706398.553,4.20550036974604e-06,Baseline
Streptomycin A,57-92-1,9.49291408611805e-06,6.4363488352297e-18,14748911734177.7,6.67316594943343e-06,Baseline
L-Ascorbic acid,50-81-7,0.000222536713000437,8.89129422700814e-13,2502860745.78952,0.000156435042203213,Baseline
Dexamethasone,2/2/1950,4.25500407266609e-09,5.43504975120074e-11,782.882267402622,2.99110979356048e-09,Baseline
Betamethasone,378-44-9,2.12750203633305e-08,2.71752487560037e-10,782.882267402622,1.49555489678024e-08,TOX21_HRE_BLA_Agonist_viability|TOX21_RT_HEPG2_GLO_00hr_ctrl_viability
Natamycin,7681-93-8,1.91475183269974e-07,5.66234215589673e-13,3381554.45217264,1.34599940710222e-07,Baseline
Clavulanic acid,58001-44-8,4.46349927222673e-06,1.1043450098517e-14,4041761616.53152,3.13767417344495e-06,Baseline
Estrone,53-16-7,2.46790236214633e-07,3.86824229780601e-08,63.7990635577839,1.73484368026508e-07,BSK_hDFCGF_Proliferation_down|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability
Glycoluril,496-46-8,1.7241276502443e-05,4.51355877072513e-12,38198852.3430107,1.21199768835071e-05,Baseline
beta-Cyclodextrin,7585-39-9,0,0,9.66211917386785e+22,0,Baseline
Lactose,63-42-3,2.54449243545432e-06,5.86183482020779e-18,4340778124082.53,1.78868365654917e-06,Baseline
Heptachlor epoxide B,1024-57-3,5.23365500937929e-07,4.04739032784194e-07,12.9309371853193,3.67906504607939e-07,BURST_PERCENTAGE_AVG_(SEC)|BURST_PERCENTAGE_STD_(SEC)|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG|NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD|NUMBER_OF_ELECS_PARTICIPATING_IN_BURST_AVG|NETWORK_BURST_PERCENTAGE|FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION|SYNCHRONY_INDEX|MFR|BR|ISI|%SiB|BD|IBI|#AE|#ABE|#NS|NSP|NSD|%SiNS|NS-ISI|NSDsd|#SiNS|r|MI
Heptachlor epoxide A,28044-83-9,6.6378063533591e-07,5.13327553775075e-07,12.9309371853193,4.66613127795435e-07,Baseline
Strychnine,57-24-9,4.25500407266609e-09,1.04672273450665e-11,4065.07275746866,2.99110979356048e-09,Baseline
trans-Chlordane,5103-74-2,5.91445566100587e-07,6.17843553531283e-07,9.5727399391024,4.15764261304907e-07,Baseline
"alpha,beta-Thujone",76231-76-0,0,0,744.137104149766,0,Baseline
Hexahydro-4-methylphthalic anhydride,19438-60-9,4.63795443920604e-07,6.69857562710971e-10,6923.79200801412,3.26030967498092e-07,Baseline
Sparteine,90-39-1,2.97850285086626e-08,4.13886488637486e-10,719.642446089867,2.09377685549234e-08,Baseline
Penicillin G,61-33-6,1.27650122179983e-08,3.36079628280037e-11,3798.21064529442,8.97332938068145e-09,Baseline
Alphate,2157-98-4,2.12750203633305e-07,1.41132310313337e-11,150745.214303489,1.49555489678024e-07,Baseline
2-Nitroadamantane,54564-31-7,0,0,236.409805806405,0,Baseline
2-Aminoadamantane,13074-39-0,2.55300244359966e-08,1.0280265222737e-10,2483.40134061245,1.79466587613629e-08,Baseline
1-Adamantanecarboxamide,5511-18-2,4.25500407266609e-09,6.98009757149591e-11,609.590916041335,2.99110979356048e-09,Baseline
1-Nitrosoadamantane,22734-10-7,0,0,136.524325737826,0,Baseline
"Piperazine, 1-(1-adamantyl)-",19984-46-4,4.25500407266609e-09,4.74733065571759e-11,896.294018943351,2.99110979356048e-09,Baseline
4-(1-Adamantyl)-3-thiosemicarbazide,52662-65-4,0,0,571.101344587094,0,Baseline
1-Adamantanesulfamoyl azide,33713-04-1,8.93550855259879e-08,1.37241080272805e-09,651.081187559655,6.28133056647701e-08,Baseline
"Tricyclo(3.3.1.13,7)dec-1-ylmethylamine",17768-41-1,4.25500407266609e-09,5.16331115838027e-11,824.084379605913,2.99110979356048e-09,Baseline
3-(1-aminoethyl)adamantan-1-ol,90812-24-1,2.12750203633305e-08,8.7771870267629e-12,24238.9962734756,1.49555489678024e-08,Baseline
"1,4-Epoxycyclohexane",279-49-2,2.42960732549234e-06,3.43202169425075e-09,7079.23067491782,1.70792369212304e-06,Baseline
Bicyclo(2.2.1)heptane-1-carboxylic acid,18720-30-4,1.57818101055185e-05,1.70042386044007e-08,9281.10365461125,1.10940262243158e-05,Baseline
"(3,3-Dimethyl-2-oxabicyclo[2.2.2]octan-1-yl)methanol",135521-14-1,5.10600488719931e-08,4.60606583095242e-10,1108.5392772477,3.58933175227258e-08,Baseline
"Bicyclo[2.2.1]heptane-1-methanesulfonic acid, 7,7-dimethyl-2-oxo-",8/2/5872,1.53180146615979e-07,2.29663307353592e-13,6669770.12484375,1.07679952568177e-07,Baseline
norbornyl amine,21245-51-2,1.31905126252649e-07,5.441855956593e-11,24238.9962734756,9.27244036003749e-08,Baseline
1-Azabicyclo[3.3.1]nonane,280-77-3,1.4552113928518e-05,8.45398237848971e-08,1721.33241790808,1.02295954939768e-05,Baseline
1-Azabicyclo[3.2.1]octane,279-92-5,2.03644494917799e-05,1.00049970624039e-08,20354.2783318788,1.43154514719805e-05,Baseline
1-Azabicyclo[2.2.2]octan-2-amine,195311-06-9,1.58371251584632e-05,7.10239870935458e-10,222982.766901048,1.11329106516321e-05,Baseline
"1,2-Diazabicyclo(2.2.2)octane",329-94-2,4.36988918262808e-05,6.52039240728502e-10,670188.066863237,3.07186975798661e-05,Baseline
"3,7-Diazabicyclo(3.3.1)nonane",280-74-0,5.99955574245919e-07,8.86768324694286e-12,676564.055727582,4.21746480892028e-07,Baseline
3-Thia-7-azabicyclo[3.3.1]nonane,329-95-3,4.38265419484607e-07,8.96344320653046e-11,48894.7616877075,3.0808430873673e-07,Baseline
Sar chelate,64189-50-0,1.34458128696249e-06,9.32140603713207e-14,144246617.045359,9.45190694765112e-07,Baseline
"7-oxabicyclo[2.2.1]hepta-2,5-diene",6569-83-1,3.44655329885953e-07,1.04702368727369e-10,32917.6248899765,2.42279893278399e-07,Baseline
Disperse Blue 77,20241-76-3,7.06330676062571e-07,1.46090910417312e-07,48.3487079411663,4.9652422573104e-07,Baseline
Perfluorooctanesulfonamido ammonium iodide,1652-63-7,1.15736110776518e-06,3.5190843286955e-09,3288.81322430316,8.13581863848451e-07,Baseline
Dimethyl(2-phenoxyethyl)-2-thenylammonium iodide,109732-56-1,3.34017819704288e-06,1.93249724241928e-12,17284258.5423891,2.34802118794498e-06,Baseline
Stilonium iodide,77257-42-2,2.55300244359966e-08,5.23336720278157e-13,487831.704651399,1.79466587613629e-08,TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability
1-Ethyl-1-methylpyrrolidinium iodide,4186-68-9,3.40400325813287e-08,1.30947124601945e-18,259952501322.989,2.39288783484839e-08,Baseline
1-Ethylpyridinium iodide,872-90-2,4.25500407266609e-08,3.86364657866438e-20,11012922600537.1,2.99110979356048e-08,Baseline
1-Methyl-1-propylpyrrolidinium iodide,56511-19-4,1.78710171051976e-07,1.13930242160867e-17,156859291846.007,1.2562661132954e-07,Baseline
1-Methyl-1-propylpiperidinium iodide,17874-63-4,7.23350692353236e-08,2.46620812655219e-16,2933048044.75077,5.08488664905282e-08,Baseline
1-Butyl-1-methylpyrrolidinium iodide,56511-17-2,3.06360293231959e-07,1.12673485722413e-16,27190096345.0017,2.15359905136355e-07,Baseline
1-Butyl-4-methylpyridinium iodide,32353-64-3,6.70163141444909e-06,5.83009837608136e-16,114948856471.158,4.71099792485776e-06,Baseline
1-Butyl-3-methylpyridinium iodide,258273-67-5,1.36968581099122e-05,1.19156105857815e-15,114948856471.158,9.62838242547119e-06,Baseline
1-Butylpyridinium iodide,874-81-7,7.24627193575035e-06,1.5608509828121e-16,464251361311.579,5.0938599784335e-06,Baseline
1-Butyl-2-methylpyridinium iodide,13311-31-4,2.12750203633305e-07,1.85082488129567e-17,114948856471.158,1.49555489678024e-07,Baseline
1-Hexylpyridinium iodide,7324-00-7,8.51000814533218e-09,3.05933038357357e-17,2781657120.46822,5.98221958712096e-09,Baseline
1-Hexyl-3-methylimidazolium iodide,178631-05-5,0,0,2029346659.3796,0,Baseline
1-Butyl-3-methylimidazolium iodide,65039-05-6,5.45917022523059e-06,6.50208902219489e-17,839602504148.392,3.8375938651381e-06,Baseline
"1-Butyl-2,3-dimethylimidazolium iodide",108203-70-9,1.33607127881715e-06,7.05570344840374e-17,189360463997.31,9.39208475177991e-07,TOX21_RT_HEPG2_GLO_40hr_viability
1-Methyl-3-propylimidazolium iodide,119171-18-5,2.12750203633305e-08,5.63708361292008e-20,3774118289565.29,1.49555489678024e-08,Baseline
1-Ethyl-3-methylimidazolium iodide,35935-34-3,2.12750203633305e-08,2.77234762714599e-20,7674008899537.68,1.49555489678024e-08,Baseline
"Phosphonic acid, (1-hydroxyethylidene)bis-, tetrapotassium salt",14860-53-8,8.51000814533218e-09,8.96677356183935e-24,9490602262500460,5.98221958712096e-09,Baseline
Tripotassium citrate,866-84-2,8.31853296206221e-05,3.45835932658913e-12,240534084.995341,5.84761964641074e-05,Baseline
"Dipotassium 2,3-dihydroxypropyl phosphate",927-19-5,4.25500407266609e-09,6.18320781206763e-20,688154789874.876,2.99110979356048e-09,Baseline
Potassium benzoate,582-25-2,2.55300244359966e-06,4.89657323263274e-09,5213.85532761037,1.79466587613629e-06,Baseline
Potassium anilinoacetate,19525-59-8,7.65900733079896e-08,4.37843708995349e-12,174925.599556355,5.38399762840887e-08,Baseline
"Formic acid, potassium salt",590-29-4,5.53150529446592e-08,9.6690743234638e-14,5720821.98297173,3.88844273162863e-08,Baseline
"Potassium (E,E)-hexa-2,4-dienoate",24634-61-5,5.32726509897795e-06,3.34230613569078e-09,15938.8903430802,3.74486946153772e-06,Baseline
Potassium acetate,127-08-2,5.87190562027921e-07,5.60641105234111e-12,1047355.5302063,4.12773151511346e-07,Baseline
Potassium 4-acetoacetylaminobenzenesulphonate,70321-85-6,1.41266135212514e-06,1.37823145011324e-12,10249812.1923504,9.9304845146208e-07,Baseline
Proxan-potassium,140-92-1,1.53180146615979e-07,6.29092516320721e-10,2434.93830624247,1.07679952568177e-07,Baseline
"Potassium 2,4-hexadienoate",590-00-1,9.1482587562321e-07,5.73958322023577e-10,15938.8903430802,6.43088605615504e-07,Baseline
Penicillin G potassium,113-98-4,1.70200162906644e-08,4.48106171040049e-11,3798.21064529442,1.19644391742419e-08,Baseline
Acesulfame potassium,55589-62-3,1.03481699047239e-05,9.79496382244145e-10,105647.862435337,7.27437901793909e-06,Baseline
Clofencet-potassium,82697-71-0,4.25500407266609e-09,2.16384528390227e-11,1966.40864498068,2.99110979356048e-09,Baseline
